디지캡(197140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-05-30,,,,,,28698.0,3153581.0
2014-06-02,,,,,,27846.0,3153581.0
2014-06-03,,,,,,26459.0,3153581.0
2014-06-05,,,,,,26805.0,3153581.0
2014-06-09,,,,,,28698.0,3153581.0
2014-06-10,,,,,,28698.0,3153581.0
2014-06-11,,,,,,28477.0,3153581.0
2014-06-12,,,,,,28477.0,3153581.0
2014-06-17,,,,,,28382.0,3153581.0
2014-06-18,,,,,,26963.0,3153581.0
2014-06-19,,,,,,26963.0,3153581.0
2014-06-23,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-06-24,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-06-25,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-06-26,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-06-27,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-06-30,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-01,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-02,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-03,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-04,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-07,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-08,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-09,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-10,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-11,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-14,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-15,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-16,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-17,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-18,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-21,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-22,8550.0,8550.0,8550.0,8550.0,0.0,,
2014-07-23,8600.0,8600.0,8600.0,8600.0,200.0,27121.0,3153581.0
2014-07-24,8600.0,8600.0,8600.0,8600.0,0.0,27121.0,3153581.0
2014-07-25,8600.0,8600.0,8600.0,8600.0,0.0,,
2014-07-28,8600.0,8600.0,8600.0,8600.0,0.0,,
2014-07-29,8600.0,8600.0,8600.0,8600.0,0.0,,
2014-07-30,8600.0,8600.0,8600.0,8600.0,0.0,,
2014-07-31,8600.0,8600.0,8600.0,8600.0,0.0,,
2014-08-01,8600.0,8600.0,8600.0,8600.0,0.0,,
2014-08-04,8600.0,8600.0,8600.0,8600.0,0.0,,
2014-08-05,8600.0,8600.0,8600.0,8600.0,0.0,,
2014-08-06,8660.0,8660.0,8660.0,8660.0,200.0,27310.0,3153581.0
2014-08-07,8660.0,8660.0,8660.0,8660.0,0.0,27310.0,3153581.0
2014-08-08,8660.0,8660.0,8660.0,8660.0,0.0,,
2014-08-11,8660.0,8660.0,8660.0,8660.0,0.0,,
2014-08-12,8660.0,8660.0,8660.0,8660.0,0.0,,
2014-08-13,8660.0,8660.0,8660.0,8660.0,0.0,,
2014-08-14,8660.0,8660.0,8660.0,8660.0,0.0,,
2014-08-18,8660.0,8660.0,8660.0,8660.0,0.0,,
2014-08-19,8660.0,8660.0,8660.0,8660.0,0.0,,
