제이티(089790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-08-07,7278,7650,6939,7109,145432,11910.0,5671410.0
2008-08-08,7109,8175,7075,7498,504256,12562.0,5671410.0
2008-08-11,7498,7549,6770,6770,200961,11343.0,5671410.0
2008-08-12,6854,7023,6752,6754,98036,11314.0,5671410.0
2008-08-13,6718,6921,6363,6517,105133,10917.0,5671410.0
2008-08-14,6516,6668,6330,6347,65053,10634.0,5671410.0
2008-08-18,6278,6430,6024,6043,88800,10123.0,5671410.0
2008-08-19,5958,6059,5670,5721,81887,9585.0,5671410.0
2008-08-20,5787,5804,5550,5755,60910,9641.0,5671410.0
2008-08-21,5670,5754,5602,5636,37483,9443.0,5671410.0
2008-08-22,5804,5804,5279,5281,17932,8847.0,5671410.0
2008-08-25,5279,5923,5279,5552,43370,9301.0,5671410.0
2008-08-26,5450,6059,5331,5704,96383,9556.0,5671410.0
2008-08-27,5753,5889,5601,5738,24875,9613.0,5671410.0
2008-08-28,5787,6583,5601,5603,454203,9386.0,5671410.0
2008-08-29,5636,5924,5416,5433,13330,9103.0,5671410.0
2008-09-01,5264,5416,4756,4807,34910,8053.0,5671410.0
2008-09-02,4756,5416,4756,4976,35850,8337.0,5671410.0
2008-09-03,4620,5247,4620,5247,25520,8791.0,5671410.0
2008-09-04,5313,5652,4992,5315,33864,8904.0,5671410.0
2008-09-05,5314,5314,4925,4976,23551,8337.0,5671410.0
2008-09-08,5076,5279,5009,5129,6559,8592.0,5671410.0
2008-09-09,5161,5161,4975,5112,2749,8564.0,5671410.0
2008-09-10,5076,5279,4907,5163,15444,8649.0,5671410.0
2008-09-11,5263,5703,5026,5518,63952,9244.0,5671410.0
2008-09-12,5567,5889,5246,5840,112682,9783.0,5671410.0
2008-09-16,5416,5856,4976,5721,119866,9585.0,5671410.0
2008-09-17,5822,6025,5517,5941,35465,9953.0,5671410.0
2008-09-18,5720,5906,5161,5586,90117,9358.0,5671410.0
2008-09-19,5721,5991,5247,5247,46330,8791.0,5671410.0
2008-09-22,5331,5670,5314,5399,13228,9046.0,5671410.0
2008-09-23,5348,5450,5179,5247,7667,8791.0,5671410.0
2008-09-24,5246,5415,5076,5112,40771,8564.0,5671410.0
2008-09-25,5247,5264,5044,5264,6330,8819.0,5671410.0
2008-09-26,5279,5279,5026,5129,7873,8592.0,5671410.0
2008-09-29,5161,5161,4856,4858,40324,8138.0,5671410.0
2008-09-30,4434,4959,4400,4959,56917,8309.0,5671410.0
2008-10-01,4958,4958,4856,4909,3710,8224.0,5671410.0
2008-10-02,4704,4890,4670,4672,11157,7827.0,5671410.0
2008-10-06,4602,4806,4518,4672,4630,7827.0,5671410.0
2008-10-07,4298,4687,4298,4689,13672,7855.0,5671410.0
2008-10-08,4231,4587,4231,4570,12976,7656.0,5671410.0
2008-10-09,4502,4790,4366,4519,1585,7571.0,5671410.0
2008-10-10,4231,4519,4096,4299,27833,7203.0,5671410.0
2008-10-13,4400,4722,4316,4570,7728,7656.0,5671410.0
2008-10-14,4722,5213,4400,4587,93826,7685.0,5671410.0
2008-10-15,4670,4670,4467,4621,218,7741.0,5671410.0
2008-10-16,4399,4552,4230,4469,4400,7486.0,5671410.0
2008-10-17,4163,4299,3825,4130,150411,6919.0,5671410.0
2008-10-20,4333,4333,3859,4096,3146,6862.0,5671410.0
2008-10-21,4095,4298,3892,3927,18441,6579.0,5671410.0
2008-10-22,3925,3993,3350,3690,54147,6182.0,5671410.0
2008-10-23,3587,3587,3147,3284,111677,5501.0,5671410.0
2008-10-24,3215,3283,2843,3199,13659,5359.0,5671410.0
2008-10-27,3199,3368,2742,3351,845,5615.0,5671410.0
2008-10-28,3316,3722,3045,3707,6315,6210.0,5671410.0
2008-10-29,3265,3875,3231,3233,71234,5416.0,5671410.0
2008-10-30,3231,3705,3214,3707,34707,6210.0,5671410.0
2008-10-31,3976,3976,3536,3707,19854,6210.0,5671410.0
2008-11-03,3705,4230,3570,4232,48876,7089.0,5671410.0
2008-11-04,3773,4230,3773,4215,11639,7061.0,5671410.0
2008-11-05,4231,4570,4096,4536,41635,7600.0,5671410.0
2008-11-06,4230,4535,4230,4469,1128,7486.0,5671410.0
2008-11-07,4467,4467,4129,4401,1086,7373.0,5671410.0
2008-11-10,4755,4755,4281,4689,8918,7855.0,5671410.0
2008-11-11,4400,5044,4400,4942,7944,8280.0,5671410.0
2008-11-12,4434,4908,4400,4570,10942,7656.0,5671410.0
2008-11-13,3960,4536,3943,4536,6798,7600.0,5671410.0
2008-11-14,4570,4570,4299,4485,10995,7515.0,5671410.0
2008-11-17,4467,4467,4095,4452,2407,7458.0,5671410.0
2008-11-18,4061,4399,4061,4367,4047,7316.0,5671410.0
2008-11-19,4365,4365,4061,4232,1228,7089.0,5671410.0
2008-11-20,4028,4028,3859,3859,361,6465.0,5671410.0
2008-11-21,3656,3656,3317,3385,40901,5671.0,5671410.0
2008-11-24,3485,3502,3333,3470,425,5813.0,5671410.0
2008-11-25,3520,3656,3368,3656,14619,6125.0,5671410.0
2008-11-26,3316,3824,3316,3487,3642,5842.0,5671410.0
2008-11-27,3350,3485,3316,3453,3585,5785.0,5671410.0
2008-11-28,3553,3553,3384,3453,10734,5785.0,5671410.0
2008-12-01,3451,3536,3384,3538,4366,5927.0,5671410.0
2008-12-02,3502,3502,3502,3504,9,5870.0,5671410.0
2008-12-03,3859,3859,3385,3385,3833,5671.0,5671410.0
2008-12-04,3385,3503,3368,3368,9987,5643.0,5671410.0
2008-12-05,3536,3536,3502,3504,218,5870.0,5671410.0
2008-12-08,3537,3656,3503,3639,9053,6097.0,5671410.0
2008-12-09,3519,3638,3502,3504,5998,5870.0,5671410.0
2008-12-10,3876,3876,3436,3656,8741,6125.0,5671410.0
2008-12-11,3655,3858,3553,3724,11561,6239.0,5671410.0
2008-12-12,4062,4062,3520,3605,14287,6040.0,5671410.0
2008-12-15,3588,4045,3588,3893,23130,6522.0,5671410.0
2008-12-16,3893,3994,3588,3808,8395,6380.0,5671410.0
2008-12-17,4365,4365,3688,3724,9055,6239.0,5671410.0
2008-12-18,3621,4264,3621,3673,7354,6153.0,5671410.0
2008-12-19,4062,4197,3571,3825,28496,6409.0,5671410.0
2008-12-22,4299,4299,3825,3825,29045,6409.0,5671410.0
2008-12-23,3825,4028,3791,3893,67525,6522.0,5671410.0
2008-12-24,3859,3960,3757,3859,10530,6465.0,5671410.0
2008-12-26,3858,4247,3688,3927,16849,6579.0,5671410.0
2008-12-29,3739,4264,3739,4012,583,6721.0,5671410.0
2008-12-30,3859,4299,3740,4045,16594,6777.0,5671410.0
2009-01-02,4214,4214,3791,4045,49569,6777.0,5671410.0
2009-01-05,4061,4061,3908,3944,4032,6607.0,5671410.0
2009-01-06,4146,4146,3876,4113,8098,6891.0,5671410.0
2009-01-07,4045,4366,4011,4282,1039,7174.0,5671410.0
2009-01-08,4264,4264,4010,4215,874,7061.0,5671410.0
2009-01-09,4062,4113,3994,4079,8576,6834.0,5671410.0
2009-01-12,3925,4078,3925,3995,6863,6692.0,5671410.0
2009-01-13,4130,4130,3689,3893,6721,6522.0,5671410.0
2009-01-14,3808,4062,3808,4028,8758,6749.0,5671410.0
2009-01-15,3757,3926,3757,3808,3629,6380.0,5671410.0
2009-01-16,4129,4129,3688,3961,3956,6636.0,5671410.0
2009-01-19,4062,4062,4011,4062,2501,6806.0,5671410.0
2009-01-20,3942,4027,3858,3995,1793,6692.0,5671410.0
2009-01-21,3756,4010,3756,3927,6114,6579.0,5671410.0
2009-01-22,4044,4044,3875,3961,10930,6636.0,5671410.0
2009-01-23,4027,4027,3908,3910,4570,6550.0,5671410.0
2009-01-28,3757,4062,3757,4062,3666,6806.0,5671410.0
2009-01-29,4231,4231,3994,4028,5196,6749.0,5671410.0
2009-01-30,3926,4096,3926,4062,14787,6806.0,5671410.0
2009-02-02,3876,4163,3876,4062,16370,6806.0,5671410.0
2009-02-03,3841,4027,3841,3927,15922,6579.0,5671410.0
2009-02-04,4045,4163,4045,4130,8522,6919.0,5671410.0
2009-02-05,4739,4739,4739,4739,11214,7940.0,5671410.0
2009-02-06,5450,5450,5450,5450,13737,9131.0,5671410.0
2009-02-09,6262,6262,5754,5958,439361,9982.0,5671410.0
2009-02-10,5856,5907,5399,5467,92937,9159.0,5671410.0
2009-02-11,5264,5602,5128,5467,33445,9159.0,5671410.0
2009-02-12,5484,5585,5280,5416,23531,9074.0,5671410.0
2009-02-13,5433,5551,4942,5213,94553,8734.0,5671410.0
2009-02-16,5111,5314,4908,5010,92469,8394.0,5671410.0
2009-02-17,5010,5010,4688,4959,146387,8309.0,5671410.0
2009-02-18,5619,5687,5264,5687,218324,9528.0,5671410.0
2009-02-19,5635,5686,4907,4909,231040,8224.0,5671410.0
2009-02-20,4941,4958,4349,4401,58805,7373.0,5671410.0
2009-02-23,4230,4602,4230,4452,43690,7458.0,5671410.0
2009-02-24,4451,4502,4197,4502,8800,7543.0,5671410.0
2009-02-25,4417,4654,4400,4536,18544,7600.0,5671410.0
2009-02-26,4637,4637,4333,4333,7032,7259.0,5671410.0
2009-02-27,4485,4485,3791,4333,29774,7259.0,5671410.0
2009-03-02,4145,4365,4061,4198,12069,7033.0,5671410.0
2009-03-03,4197,4333,4062,4316,12496,7231.0,5671410.0
2009-03-04,4298,4450,4264,4367,19435,7316.0,5671410.0
2009-03-05,4536,4739,4333,4536,63612,7600.0,5671410.0
2009-03-06,4468,4536,4282,4536,16581,7600.0,5671410.0
2009-03-09,4722,4722,4417,4553,7897,7628.0,5671410.0
2009-03-10,4552,4738,4365,4604,33830,7713.0,5671410.0
2009-03-11,4721,4721,4535,4638,21201,7770.0,5671410.0
2009-03-12,4722,5077,4570,4722,17957,7912.0,5671410.0
2009-03-13,4739,5416,4722,5179,65493,8677.0,5671410.0
2009-03-16,5212,5246,4822,4926,10946,8252.0,5671410.0
2009-03-17,4992,5296,4924,5078,21415,8507.0,5671410.0
2009-03-18,5077,5179,4942,4993,21366,8365.0,5671410.0
2009-03-19,5009,5516,4992,5281,26184,8847.0,5671410.0
2009-03-20,5280,5551,5077,5213,20299,8734.0,5671410.0
2009-03-23,5213,5568,5027,5213,36508,8734.0,5671410.0
2009-03-24,5399,5416,5010,5010,15291,8394.0,5671410.0
2009-03-25,5077,5179,4840,5179,33974,8677.0,5671410.0
2009-03-26,5348,5348,5128,5196,14104,8706.0,5671410.0
2009-03-27,5161,5347,5076,5129,34132,8592.0,5671410.0
2009-03-30,5246,5669,5127,5129,10809,8592.0,5671410.0
2009-03-31,5229,5398,4907,5315,22922,8904.0,5671410.0
2009-04-01,5313,5381,5076,5332,19771,8932.0,5671410.0
2009-04-02,5331,5721,5077,5230,69015,8762.0,5671410.0
2009-04-03,5313,5313,5127,5146,24482,8621.0,5671410.0
2009-04-06,5382,5534,5179,5264,17956,8819.0,5671410.0
2009-04-07,5399,5416,5128,5264,44540,8819.0,5671410.0
2009-04-08,5280,5653,5213,5213,27908,8734.0,5671410.0
2009-04-09,5212,5652,5212,5586,53376,9358.0,5671410.0
2009-04-10,5533,5770,5449,5586,24673,9358.0,5671410.0
2009-04-13,5601,5906,5533,5569,40456,9329.0,5671410.0
2009-04-14,5602,6059,5517,5670,74355,9500.0,5671410.0
2009-04-15,5890,6228,5264,5924,131925,9925.0,5671410.0
2009-04-16,6042,6076,5653,5687,37675,9528.0,5671410.0
2009-04-17,5753,5770,5415,5603,32480,9386.0,5671410.0
2009-04-20,5467,5467,5331,5450,18715,9131.0,5671410.0
2009-04-21,5432,5466,5246,5349,38355,8961.0,5671410.0
2009-04-22,5500,5567,5263,5569,22545,9329.0,5671410.0
2009-04-23,5466,5686,5466,5569,24086,9329.0,5671410.0
2009-04-24,5720,5889,5601,5823,52148,9755.0,5671410.0
2009-04-27,5720,6684,5584,6686,330210,11201.0,5671410.0
2009-04-28,6719,7058,5924,5958,79646,9982.0,5671410.0
2009-04-29,6177,6278,5787,6026,12382,10095.0,5671410.0
2009-04-30,6211,6262,5907,6161,14487,10322.0,5671410.0
2009-05-04,6194,6803,6194,6669,60606,11173.0,5671410.0
2009-05-06,6668,6838,6127,6770,21774,11343.0,5671410.0
2009-05-07,6786,6786,6346,6737,13944,11286.0,5671410.0
2009-05-08,6736,6736,6398,6601,12776,11059.0,5671410.0
2009-05-11,6430,6617,6007,6432,38470,10776.0,5671410.0
2009-05-12,6702,6702,6110,6178,24645,10350.0,5671410.0
2009-05-13,6228,6228,6059,6178,31285,10350.0,5671410.0
2009-05-14,6161,6431,5856,6195,51032,10379.0,5671410.0
2009-05-15,6347,7109,6296,7075,198418,11853.0,5671410.0
2009-05-18,6938,7615,6938,7143,199317,11967.0,5671410.0
2009-05-19,7159,8209,7159,8209,468169,13753.0,5671410.0
2009-05-20,8462,8597,6989,6991,2241031,11711.0,5671410.0
2009-05-21,6972,7040,6227,6297,332446,10549.0,5671410.0
2009-05-22,6330,6838,6144,6330,189362,10606.0,5671410.0
2009-05-25,6227,6532,5990,6060,159117,10152.0,5671410.0
2009-05-26,6092,6244,5635,5975,73798,10010.0,5671410.0
2009-05-27,6041,6160,5838,5840,54189,9783.0,5671410.0
2009-05-28,5652,6058,5652,5755,29484,9641.0,5671410.0
2009-05-29,5788,5991,5788,5924,17293,9925.0,5671410.0
2009-06-01,5940,6092,5652,5772,55798,9670.0,5671410.0
2009-06-02,5804,5906,5720,5772,47556,9670.0,5671410.0
2009-06-03,5754,5907,5534,5636,49238,9443.0,5671410.0
2009-06-04,5822,5822,5484,5670,18558,9500.0,5671410.0
2009-06-05,5855,5855,5584,5603,15346,9386.0,5671410.0
2009-06-08,5483,5889,5483,5620,17621,9415.0,5671410.0
2009-06-09,5619,5653,5484,5484,32585,9188.0,5671410.0
2009-06-10,5686,5686,5381,5552,15230,9301.0,5671410.0
2009-06-11,5467,5737,5416,5687,27658,9528.0,5671410.0
2009-06-12,5838,5872,5466,5840,17051,9783.0,5671410.0
2009-06-15,5753,6058,5618,5772,8397,9670.0,5671410.0
2009-06-16,5991,5991,5721,5856,11070,9812.0,5671410.0
2009-06-17,5958,6008,5721,5856,22659,9812.0,5671410.0
2009-06-18,5754,6008,5737,5907,7049,9897.0,5671410.0
2009-06-19,5923,6160,5821,5975,23965,10010.0,5671410.0
2009-06-22,5568,6262,5568,5890,7763,9868.0,5671410.0
2009-06-23,6161,6161,5450,5721,22370,9585.0,5671410.0
2009-06-24,5619,6025,5619,5907,29825,9897.0,5671410.0
2009-06-25,5923,6075,5889,6026,19334,10095.0,5671410.0
2009-06-26,6058,6261,5720,6026,38178,10095.0,5671410.0
2009-06-29,6075,6075,5601,5806,14315,9726.0,5671410.0
2009-06-30,5636,5907,5517,5636,10644,9443.0,5671410.0
2009-07-01,5567,5855,5449,5823,7769,9755.0,5671410.0
2009-07-02,5753,5872,5618,5755,4413,9641.0,5671410.0
2009-07-03,5855,5855,5753,5823,326,9755.0,5671410.0
2009-07-06,5822,5941,5653,5941,8188,9953.0,5671410.0
2009-07-07,6024,6024,5601,5789,6278,9698.0,5671410.0
2009-07-08,5686,5787,5618,5755,8149,9641.0,5671410.0
2009-07-09,5890,6313,5653,5958,105274,9982.0,5671410.0
2009-07-10,5924,6195,5822,5958,9655,9982.0,5671410.0
2009-07-13,5957,5990,5584,5806,57060,9726.0,5671410.0
2009-07-14,5669,5940,5635,5755,1432,9641.0,5671410.0
2009-07-15,5602,5924,5585,5721,13939,9585.0,5671410.0
2009-07-16,5754,5822,5670,5721,12052,9585.0,5671410.0
2009-07-17,5721,5788,5568,5687,24436,9528.0,5671410.0
2009-07-20,5653,5822,5653,5687,10757,9528.0,5671410.0
2009-07-21,5653,5924,5653,5890,20887,9868.0,5671410.0
2009-07-22,5805,6008,5737,5890,11322,9868.0,5671410.0
2009-07-23,5923,6363,5923,6026,28635,10095.0,5671410.0
2009-07-24,5872,6143,5872,5975,5332,10010.0,5671410.0
2009-07-27,5923,6380,5872,6229,6397,10435.0,5671410.0
2009-07-28,6381,6533,6178,6330,23050,10606.0,5671410.0
2009-07-29,6448,6601,5416,6161,46155,10322.0,5671410.0
2009-07-30,6262,6262,5873,5907,16239,9897.0,5671410.0
2009-07-31,5958,6059,5754,5890,5892,9868.0,5671410.0
2009-08-03,5958,6042,5856,5907,16987,9897.0,5671410.0
2009-08-04,5974,6211,5873,5924,15165,9925.0,5671410.0
2009-08-05,6041,6041,5855,6009,10664,10067.0,5671410.0
2009-08-06,6092,6887,5855,6432,262553,10776.0,5671410.0
2009-08-07,6261,6414,6177,6246,47717,10464.0,5671410.0
2009-08-10,6194,6312,6092,6246,15316,10464.0,5671410.0
2009-08-11,6330,6330,6093,6195,21142,10379.0,5671410.0
2009-08-12,6262,7092,6110,6364,369904,10662.0,5671410.0
2009-08-13,6363,6363,6177,6212,73477,10407.0,5671410.0
2009-08-14,6126,6312,6126,6212,27947,10407.0,5671410.0
2009-08-17,6381,6381,6059,6161,24826,10322.0,5671410.0
2009-08-18,6093,6262,6008,6127,24271,10265.0,5671410.0
2009-08-19,6144,6262,6127,6161,39762,10322.0,5671410.0
2009-08-20,6160,6227,5923,6043,58882,10123.0,5671410.0
2009-08-21,6160,6160,5787,5789,47374,9698.0,5671410.0
2009-08-24,5804,5973,5669,5755,19149,9641.0,5671410.0
2009-08-25,5957,5957,5686,5806,16175,9726.0,5671410.0
2009-08-26,5923,5923,5686,5806,5480,9726.0,5671410.0
2009-08-27,6210,6210,5770,5992,12947,10038.0,5671410.0
2009-08-28,6178,6195,5974,6093,15647,10209.0,5671410.0
2009-08-31,6160,6160,5923,5975,17928,10010.0,5671410.0
2009-09-01,6126,6126,5872,6043,26226,10123.0,5671410.0
2009-09-02,6076,6296,5958,6127,26383,10265.0,5671410.0
2009-09-03,6161,6398,6059,6161,22252,10322.0,5671410.0
2009-09-04,6178,6347,6076,6195,2923,10379.0,5671410.0
2009-09-07,6194,6312,6075,6077,13579,10180.0,5671410.0
2009-09-08,5958,6211,5958,6161,4163,10322.0,5671410.0
2009-09-09,6160,6430,6160,6280,45019,10520.0,5671410.0
2009-09-10,6296,7125,6228,7075,136947,11853.0,5671410.0
2009-09-11,7091,7260,6684,6720,70105,11258.0,5671410.0
2009-09-14,6753,6770,6431,6601,56657,11059.0,5671410.0
2009-09-15,6735,6938,6549,6720,38279,11258.0,5671410.0
2009-09-16,6855,6922,6635,6804,26600,11400.0,5671410.0
2009-09-17,6938,7243,6498,6500,33123,10889.0,5671410.0
2009-09-18,6769,6837,6278,6280,13231,10520.0,5671410.0
2009-09-21,7007,7007,6431,6601,8898,11059.0,5671410.0
2009-09-22,6787,6787,6347,6381,13777,10691.0,5671410.0
2009-09-23,6363,6583,6363,6500,7226,10889.0,5671410.0
2009-09-24,6701,6701,6160,6500,7193,10889.0,5671410.0
2009-09-25,6685,6685,6042,6313,17254,10577.0,5671410.0
2009-09-28,6415,6415,5721,5890,33883,9868.0,5671410.0
2009-09-29,6008,6059,5754,5856,4197,9812.0,5671410.0
2009-09-30,5856,6262,5788,6178,8464,10350.0,5671410.0
2009-10-01,6093,6262,5873,5958,3978,9982.0,5671410.0
2009-10-05,5991,6228,5991,6161,5416,10322.0,5671410.0
2009-10-06,6160,6261,5923,6212,10102,10407.0,5671410.0
2009-10-07,6244,6244,6092,6212,9352,10407.0,5671410.0
2009-10-08,6329,6329,6143,6246,29303,10464.0,5671410.0
2009-10-09,6261,6261,5821,6195,6629,10379.0,5671410.0
2009-10-12,6261,6261,5973,6246,20515,10464.0,5671410.0
2009-10-13,6363,6363,5973,6026,14907,10095.0,5671410.0
2009-10-14,6143,6261,6024,6229,6143,10435.0,5671410.0
2009-10-15,6227,6295,5990,5992,14975,10038.0,5671410.0
2009-10-16,5990,6126,5872,6026,7471,10095.0,5671410.0
2009-10-19,6025,6025,5890,5907,3338,9897.0,5671410.0
2009-10-20,5991,5991,5602,5687,17511,9528.0,5671410.0
2009-10-21,5957,5990,5720,5755,18361,9641.0,5671410.0
2009-10-22,5753,6024,5550,5840,13155,9783.0,5671410.0
2009-10-23,5957,5957,5669,5840,8133,9783.0,5671410.0
2009-10-26,5958,5958,5687,5856,1946,9812.0,5671410.0
2009-10-27,6025,6025,5585,5687,19477,9528.0,5671410.0
2009-10-28,5941,5941,5467,5704,1370,9556.0,5671410.0
2009-10-29,5703,5804,5533,5738,905,9613.0,5671410.0
2009-10-30,5990,5990,5466,5772,1274,9670.0,5671410.0
2009-11-02,5856,5856,5450,5704,10485,9556.0,5671410.0
2009-11-03,5754,5754,5551,5721,2603,9585.0,5671410.0
2009-11-04,5433,5754,5433,5687,4573,9528.0,5671410.0
2009-11-05,5990,5990,5669,5755,2164,9641.0,5671410.0
2009-11-06,5754,5941,5433,5890,14024,9868.0,5671410.0
2009-11-09,6059,6059,5636,5856,13916,9812.0,5671410.0
2009-11-10,5907,5907,5737,5890,1729,9868.0,5671410.0
2009-11-11,5890,5907,5788,5890,5292,9868.0,5671410.0
2009-11-12,5873,5890,5721,5890,1728,9868.0,5671410.0
2009-11-13,5991,6770,5585,6770,119134,11343.0,5671410.0
2009-11-16,7447,7718,6804,6804,307096,11400.0,5671410.0
2009-11-17,6567,6905,5974,6127,146243,10265.0,5671410.0
2009-11-18,6161,6567,6093,6178,59789,10350.0,5671410.0
2009-11-19,6227,6583,6007,6297,56353,10549.0,5671410.0
2009-11-20,6295,7226,6227,7228,154068,12108.0,5671410.0
2009-11-23,7108,7277,6549,6686,126547,11201.0,5671410.0
2009-11-24,6617,7683,6617,7685,375800,12874.0,5671410.0
2009-11-25,8023,8835,7955,8835,862040,14802.0,5671410.0
2009-11-26,9240,9782,8546,9665,1145912,16192.0,5671410.0
2009-11-27,9478,9664,8226,8226,566616,13782.0,5671410.0
2009-11-30,8462,8732,7818,8057,393187,13498.0,5671410.0
2009-12-01,8158,8429,7312,7921,769543,13271.0,5671410.0
2009-12-02,7904,7904,7176,7312,358207,12250.0,5671410.0
2009-12-03,7447,7616,7312,7515,272054,12591.0,5671410.0
2009-12-04,7514,7514,7209,7363,98179,12335.0,5671410.0
2009-12-07,7481,8023,7312,7752,301804,12988.0,5671410.0
2009-12-08,7649,7937,6871,7143,239480,11967.0,5671410.0
2009-12-09,6939,7582,6668,7532,175442,12619.0,5671410.0
2009-12-10,7396,7769,7396,7701,131788,12902.0,5671410.0
2009-12-11,7785,8462,7446,7448,250521,12477.0,5671410.0
2009-12-14,7463,7954,7463,7600,115994,12732.0,5671410.0
2009-12-15,7649,7988,7344,7905,137679,13243.0,5671410.0
2009-12-16,7903,8157,7497,7905,82245,13243.0,5671410.0
2009-12-17,8209,8209,7786,7955,75176,13328.0,5671410.0
2009-12-18,7819,8073,7599,7735,145496,13066.0,5718095.0
2009-12-21,7683,7886,7429,7634,144624,12894.0,5718095.0
2009-12-22,7633,7718,6939,7244,102494,12237.0,5718095.0
2009-12-23,7209,7497,6904,7194,85597,12151.0,5718095.0
2009-12-24,7074,7565,7074,7363,82110,12437.0,5718095.0
2009-12-28,7362,7616,7278,7278,68628,12294.0,5718095.0
2009-12-29,7498,8124,7396,7955,202875,13438.0,5718095.0
2009-12-30,0,0,0,7955,0,13438.0,5718095.0
2010-01-04,7954,8631,7446,7448,203216,12580.0,5718095.0
2010-01-05,7344,7548,7141,7431,113572,12551.0,5718095.0
2010-01-06,7498,7566,7176,7515,79141,12694.0,5718095.0
2010-01-07,7514,7514,7023,7143,81311,12065.0,5718095.0
2010-01-08,7243,7243,6887,6974,58989,11779.0,5718095.0
2010-01-11,6921,7209,6769,6974,55427,11779.0,5718095.0
2010-01-12,7007,7142,6838,6872,51091,11608.0,5718095.0
2010-01-13,6668,6804,6533,6601,54585,11150.0,5718095.0
2010-01-14,6855,6855,6431,6804,33730,11493.0,5718095.0
2010-01-15,7040,7108,6769,6974,22926,12260.0,5951521.0
2010-01-18,6667,6972,6667,6737,49703,11844.0,5951521.0
2010-01-19,6905,6905,6431,6550,58789,11516.0,5951521.0
2010-01-20,6430,7074,6329,6737,78344,11844.0,5951521.0
2010-01-21,6736,7735,6601,7735,290267,13599.0,5951521.0
2010-01-22,8292,8462,7514,8125,214285,14284.0,5951521.0
2010-01-25,8123,8123,7531,7820,99697,13964.0,6044891.0
2010-01-26,7735,7938,7481,7718,93264,13782.0,6044891.0
2010-01-27,7718,8869,7549,8869,554468,15838.0,6044891.0
2010-01-28,8969,9951,8732,8734,704180,18125.0,7025283.0
2010-01-29,7988,8106,7429,7448,109420,15456.0,7025283.0
2010-02-01,7159,7684,7159,7532,8480,15631.0,7025283.0
2010-02-02,7277,8614,7192,8125,68041,16861.0,7025283.0
2010-02-03,8191,8326,7446,7448,112689,15456.0,7025283.0
2010-02-04,7615,8055,7446,7617,49011,15807.0,7025283.0
2010-02-05,7615,7886,7446,7651,23126,15877.0,7025283.0
2010-02-08,7565,7615,7446,7448,18412,15456.0,7025283.0
2010-02-09,7125,7549,7125,7515,25405,15596.0,7025283.0
2010-02-10,7480,8259,7463,7583,20509,15737.0,7025283.0
2010-02-11,7378,7751,7378,7651,13788,15877.0,7025283.0
2010-02-12,8005,8005,7429,7448,28226,15456.0,7025283.0
2010-02-16,7565,7615,7344,7346,44074,15245.0,7025283.0
2010-02-17,7480,7751,7446,7583,16750,15737.0,7025283.0
2010-02-18,7599,8073,7447,7515,13559,15596.0,7025283.0
2010-02-19,7464,7752,7345,7532,14226,15631.0,7025283.0
2010-02-22,7581,7581,6938,7346,16191,15245.0,7025283.0
2010-02-23,7396,7396,6973,7278,20466,15104.0,7025283.0
2010-02-24,7125,7752,7125,7295,12206,15139.0,7025283.0
2010-02-25,7294,7751,7108,7346,12687,15245.0,7025283.0
2010-02-26,7244,7650,7244,7481,11343,15526.0,7025283.0
2010-03-02,7481,7786,7345,7532,42402,15631.0,7025283.0
2010-03-03,7886,8106,7124,7448,53148,15456.0,7025283.0
2010-03-04,7464,7549,7244,7295,7931,15139.0,7025283.0
2010-03-05,7294,7734,7294,7651,20290,15877.0,7025283.0
2010-03-08,7345,7752,7295,7532,23932,15631.0,7025283.0
2010-03-09,7531,7785,7531,7685,16235,15947.0,7025283.0
2010-03-10,7852,8834,7463,8734,599035,18125.0,7025283.0
2010-03-11,8496,8683,7802,7955,269661,16509.0,7025283.0
2010-03-12,8123,8123,7717,7820,79460,16228.0,7025283.0
2010-03-15,7903,7988,7565,7685,95116,15947.0,7025283.0
2010-03-16,7616,7955,7498,7566,128173,15702.0,7025283.0
2010-03-17,7565,8699,7565,7905,316522,16404.0,7025283.0
2010-03-18,7921,8293,7752,8023,98961,16650.0,7025283.0
2010-03-19,8090,8192,7566,7752,145232,16088.0,7025283.0
2010-03-22,7751,7886,7598,7651,98319,15877.0,7025283.0
2010-03-23,7497,8377,7497,7854,144769,16299.0,7025283.0
2010-03-24,7701,8260,7701,8260,123628,17142.0,7025283.0
2010-03-25,0,0,0,8260,0,17142.0,7025283.0
2010-03-26,0,0,0,8260,0,,
2010-03-29,0,0,0,8260,0,,
2010-03-30,0,0,0,8260,0,,
2010-03-31,0,0,0,8260,0,,
2010-04-01,0,0,0,8260,0,,
2010-04-02,0,0,0,8260,0,,
2010-04-05,0,0,0,8260,0,,
2010-04-06,0,0,0,8260,0,,
2010-04-07,0,0,0,8260,0,,
2010-04-08,0,0,0,8260,0,,
2010-04-09,0,0,0,8260,0,,
2010-04-12,0,0,0,8260,0,,
2010-04-13,0,0,0,8260,0,,
2010-04-14,0,0,0,8260,0,,
2010-04-15,0,0,0,8260,0,,
2010-04-16,0,0,0,8260,0,,
2010-04-19,8260,8950,7190,7300,134931,17095.0,2341761.0
2010-04-20,6930,6950,6210,6210,74996,14542.0,2341761.0
2010-04-21,6060,6980,6060,6310,40325,14777.0,2341761.0
