패션플랫폼(225590),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-25,2040,2090,1980,1995,390472,10184.0,5105000.0
2017-10-26,2000,2015,1990,2005,83296,10236.0,5105000.0
2017-10-27,2010,2020,2000,2005,46883,10236.0,5105000.0
2017-10-30,2005,2005,2000,2005,54887,10236.0,5105000.0
2017-10-31,2005,2015,2000,2005,20514,10236.0,5105000.0
2017-11-01,2005,2005,1995,2000,36980,10210.0,5105000.0
2017-11-02,2000,2010,2000,2005,65673,10236.0,5105000.0
2017-11-03,2005,2010,1995,2000,40708,10210.0,5105000.0
2017-11-06,2000,2005,1995,2000,43121,10210.0,5105000.0
2017-11-07,2000,2000,1995,1995,41019,10184.0,5105000.0
2017-11-08,2000,2015,1995,2015,26525,10287.0,5105000.0
2017-11-09,1995,2010,1995,2010,32935,10261.0,5105000.0
2017-11-10,2010,2010,2000,2010,12454,10261.0,5105000.0
2017-11-13,2010,2010,2000,2005,14149,10236.0,5105000.0
2017-11-14,2010,2015,2000,2005,20133,10236.0,5105000.0
2017-11-15,2005,2010,2000,2005,28469,10236.0,5105000.0
2017-11-16,2005,2015,2000,2000,20959,10210.0,5105000.0
2017-11-17,2000,2000,1995,2000,9888,10210.0,5105000.0
2017-11-20,1995,2005,1990,2000,59879,10210.0,5105000.0
2017-11-21,1995,2000,1970,1990,54073,10159.0,5105000.0
2017-11-22,1970,2000,1950,1990,9565,10159.0,5105000.0
2017-11-23,1990,1990,1975,1990,34994,10159.0,5105000.0
2017-11-24,2000,2000,1975,1985,6521,10133.0,5105000.0
2017-11-27,2000,2010,1990,1995,34801,10184.0,5105000.0
2017-11-28,1980,2010,1980,2005,4628,10236.0,5105000.0
2017-11-29,2010,2025,2000,2020,129159,10312.0,5105000.0
2017-11-30,2025,2030,2010,2010,44235,10261.0,5105000.0
2017-12-01,2015,2015,2000,2015,31120,10287.0,5105000.0
2017-12-04,2010,2015,2005,2010,15016,10261.0,5105000.0
2017-12-05,2005,2005,1995,2000,8614,10210.0,5105000.0
2017-12-06,2000,2015,2000,2010,83831,10261.0,5105000.0
2017-12-07,2010,2025,2000,2015,120063,10287.0,5105000.0
2017-12-08,2020,2040,2005,2040,77397,10414.0,5105000.0
2017-12-11,2040,2050,2010,2050,137812,10465.0,5105000.0
2017-12-12,2040,2045,2010,2020,112625,10312.0,5105000.0
2017-12-13,2045,2050,2015,2050,327433,10465.0,5105000.0
2017-12-14,2025,2050,2020,2050,228803,10465.0,5105000.0
2017-12-15,2025,2050,2020,2045,67526,10440.0,5105000.0
2017-12-18,2045,2045,2015,2040,30416,10414.0,5105000.0
2017-12-19,2010,2040,2010,2035,39466,10389.0,5105000.0
2017-12-20,2035,2035,1900,1990,61196,10159.0,5105000.0
2017-12-21,1955,1985,1930,1930,42015,9853.0,5105000.0
2017-12-22,1960,1970,1850,1860,131577,9495.0,5105000.0
2017-12-26,1890,1900,1830,1840,65754,9393.0,5105000.0
2017-12-27,1880,1885,1840,1845,31845,9419.0,5105000.0
2017-12-28,1870,1975,1840,1945,70405,9929.0,5105000.0
2018-01-02,1905,2000,1905,2000,41326,10210.0,5105000.0
2018-01-03,2000,2025,1950,2010,56239,10261.0,5105000.0
2018-01-04,2025,2025,1985,2010,56865,10261.0,5105000.0
2018-01-05,2025,2025,1950,2005,27944,10236.0,5105000.0
2018-01-08,2005,2015,1985,1985,8826,10133.0,5105000.0
2018-01-09,1990,1990,1950,1970,48787,10057.0,5105000.0
2018-01-10,1970,1995,1935,1980,31889,10108.0,5105000.0
2018-01-11,1920,1990,1920,1965,13297,10031.0,5105000.0
2018-01-12,1995,1995,1955,1970,14228,10057.0,5105000.0
2018-01-15,1970,1995,1915,1995,40380,10184.0,5105000.0
2018-01-16,1990,2000,1955,1990,49144,10159.0,5105000.0
2018-01-17,2030,2030,1970,1995,15297,10184.0,5105000.0
2018-01-18,1990,2060,1980,1985,44624,10133.0,5105000.0
2018-01-19,2020,2040,1990,2010,11929,10261.0,5105000.0
2018-01-22,1985,2075,1985,2040,125549,10414.0,5105000.0
2018-01-23,2005,2070,2005,2030,114335,10363.0,5105000.0
2018-01-24,2070,2160,2030,2160,291759,11027.0,5105000.0
2018-01-25,2170,2715,2110,2310,3441382,11793.0,5105000.0
2018-01-26,2310,2400,2135,2145,1339821,10950.0,5105000.0
2018-01-29,2135,2175,2060,2060,592062,10516.0,5105000.0
2018-01-30,2070,2135,2070,2125,148227,10848.0,5105000.0
2018-01-31,2120,2215,2105,2185,237566,11154.0,5105000.0
2018-02-01,2215,2435,2210,2260,468199,11537.0,5105000.0
2018-02-02,2260,2335,2235,2255,272929,11512.0,5105000.0
2018-02-05,2230,2400,2230,2335,236830,11920.0,5105000.0
2018-02-06,2300,2340,2240,2320,147874,11844.0,5105000.0
2018-02-07,2325,2410,2300,2350,157253,11997.0,5105000.0
2018-02-08,2395,2420,2300,2350,141156,11997.0,5105000.0
2018-02-09,2310,2345,2225,2260,146143,11537.0,5105000.0
2018-02-12,2265,2300,2135,2150,186647,10976.0,5105000.0
2018-02-13,2145,2180,1930,1940,823673,44050.0,22706300.0
2018-02-14,1960,2285,1940,2080,2181847,47229.0,22706300.0
2018-02-19,2170,2190,2060,2105,402609,47797.0,22706300.0
2018-02-20,2130,2235,2100,2120,943353,48137.0,22706300.0
2018-02-21,2140,2150,2070,2110,106368,47910.0,22706300.0
2018-02-22,2130,2130,2020,2020,200625,45867.0,22706300.0
2018-02-23,2030,2055,2000,2000,112703,45413.0,22706300.0
2018-02-26,2030,2030,1975,2000,101391,45413.0,22706300.0
2018-02-27,2000,2020,1980,2000,84743,45413.0,22706300.0
2018-02-28,2010,2035,1990,2015,99192,45753.0,22706300.0
2018-03-02,2035,2250,2035,2125,1256461,48251.0,22706300.0
2018-03-05,2135,2170,2060,2080,160009,47229.0,22706300.0
2018-03-06,2080,2195,2065,2100,236465,47683.0,22706300.0
2018-03-07,2095,2120,2075,2075,63159,47116.0,22706300.0
2018-03-08,2070,2110,2045,2050,126435,46548.0,22706300.0
2018-03-09,2050,2070,2020,2055,85793,46661.0,22706300.0
2018-03-12,2065,2080,2040,2065,68149,46889.0,22706300.0
2018-03-13,2085,2145,2065,2130,141178,48364.0,22706300.0
2018-03-14,2130,2140,2085,2105,80106,47797.0,22706300.0
2018-03-15,2115,2130,2070,2090,74202,47456.0,22706300.0
2018-03-16,2085,2110,2080,2090,46744,47456.0,22706300.0
2018-03-19,2100,2125,2055,2055,55900,46661.0,22706300.0
2018-03-20,2065,2105,2055,2080,36194,47229.0,22706300.0
2018-03-21,2070,2105,2055,2060,65132,46775.0,22706300.0
2018-03-22,2060,2095,2040,2060,60638,46775.0,22706300.0
2018-03-23,2010,2045,1985,2010,181830,45640.0,22706300.0
2018-03-26,2005,2005,1910,1980,73596,44958.0,22706300.0
2018-03-27,1960,2010,1960,1980,34480,44958.0,22706300.0
2018-03-28,1940,1995,1905,1940,125976,44050.0,22706300.0
2018-03-29,1990,1995,1915,1940,42699,44050.0,22706300.0
2018-03-30,2020,2020,1925,1960,38293,44504.0,22706300.0
2018-04-02,1970,2010,1955,1995,57027,45299.0,22706300.0
2018-04-03,1990,1995,1900,1985,47370,45072.0,22706300.0
2018-04-04,1990,1990,1880,1910,158865,43369.0,22706300.0
2018-04-05,1885,1930,1820,1865,167294,42347.0,22706300.0
2018-04-06,1835,1890,1835,1865,97356,42347.0,22706300.0
2018-04-09,1855,1920,1855,1920,60240,43596.0,22706300.0
2018-04-10,1920,1940,1890,1915,70147,43483.0,22706300.0
2018-04-11,1900,1945,1900,1910,22649,43369.0,22706300.0
2018-04-12,1895,1970,1895,1935,24677,43937.0,22706300.0
2018-04-13,1975,1975,1935,1965,48250,44618.0,22706300.0
2018-04-16,1965,2005,1950,1995,50066,45299.0,22706300.0
2018-04-17,1995,2000,1965,1995,37433,45299.0,22706300.0
2018-04-18,2010,2010,1960,1975,44012,44845.0,22706300.0
2018-04-19,1950,1990,1950,1970,37669,44731.0,22706300.0
2018-04-20,2000,2100,1970,2020,257711,45867.0,22706300.0
2018-04-23,2020,2120,2020,2090,150537,47456.0,22706300.0
2018-04-24,2090,2090,2045,2070,99852,47002.0,22706300.0
2018-04-25,2070,2085,2045,2080,61503,47229.0,22706300.0
2018-04-26,2070,2135,2045,2070,133437,47002.0,22706300.0
2018-04-27,2095,2095,2040,2065,35180,46889.0,22706300.0
2018-04-30,2050,2095,2040,2060,24519,46775.0,22706300.0
2018-05-02,2045,2070,2010,2040,67081,46321.0,22706300.0
2018-05-03,2040,2060,2025,2045,16302,46434.0,22706300.0
2018-05-04,2045,2235,2045,2150,762547,48819.0,22706300.0
2018-05-08,2130,2205,2110,2175,220113,49386.0,22706300.0
2018-05-09,2175,2175,2070,2110,182465,47910.0,22706300.0
2018-05-10,2110,2135,2095,2110,93769,47910.0,22706300.0
2018-05-11,2110,2205,2110,2185,149881,49613.0,22706300.0
2018-05-14,2165,2230,2165,2200,139115,49954.0,22706300.0
2018-05-15,2220,2230,2140,2170,152811,49273.0,22706300.0
2018-05-16,2120,2170,2080,2120,115756,48137.0,22706300.0
2018-05-17,2150,2175,2100,2175,32036,49386.0,22706300.0
2018-05-18,2195,2350,2170,2255,530928,51203.0,22706300.0
2018-05-21,2280,2425,2260,2365,566130,53700.0,22706300.0
2018-05-23,2415,2415,2305,2335,149643,53019.0,22706300.0
2018-05-24,2295,2335,2200,2275,241723,51657.0,22706300.0
2018-05-25,2200,2360,2175,2300,223188,52224.0,22706300.0
2018-05-28,2305,2350,2185,2350,259814,53360.0,22706300.0
2018-05-29,2350,2350,2270,2300,76136,52224.0,22706300.0
2018-05-30,2340,2340,2195,2290,163139,51997.0,22706300.0
2018-05-31,2325,2325,2230,2280,96088,51770.0,22706300.0
2018-06-01,2325,2325,2230,2295,123069,52111.0,22706300.0
2018-06-04,2300,2330,2250,2280,89554,51770.0,22706300.0
2018-06-05,2235,2295,2220,2245,72235,50976.0,22706300.0
2018-06-07,2245,2290,2185,2230,78580,50635.0,22706300.0
2018-06-08,2200,2245,2190,2210,118783,50181.0,22706300.0
2018-06-11,2190,2215,2175,2200,41551,49954.0,22706300.0
2018-06-12,2200,2230,2115,2130,87003,48364.0,22706300.0
2018-06-14,2130,2155,2065,2140,86585,48591.0,22706300.0
2018-06-15,2140,2180,2065,2160,84510,49046.0,22706300.0
2018-06-18,2160,2195,2125,2160,41987,49046.0,22706300.0
2018-06-19,2160,2160,2070,2115,58951,48024.0,22706300.0
2018-06-20,2115,2115,2070,2100,28318,47683.0,22706300.0
2018-06-21,2100,2135,2060,2095,22125,47570.0,22706300.0
2018-06-22,2095,2155,2060,2080,18520,47229.0,22706300.0
2018-06-25,2080,2360,2050,2265,944764,51430.0,22706300.0
2018-06-26,2255,2255,2195,2235,111809,50749.0,22706300.0
2018-06-27,2235,2620,2130,2130,5790705,48364.0,22706300.0
2018-06-28,2260,2315,2110,2130,1091270,48364.0,22706300.0
2018-06-29,2175,2195,2110,2125,421881,48251.0,22706300.0
2018-07-02,2095,2220,2095,2125,437724,48251.0,22706300.0
2018-07-03,2155,2200,2085,2135,310844,48478.0,22706300.0
2018-07-04,2120,2220,2120,2190,248614,49727.0,22706300.0
2018-07-05,2210,2210,2075,2085,193297,47343.0,22706300.0
2018-07-06,2085,2110,2005,2095,184987,47570.0,22706300.0
2018-07-09,2065,2120,2055,2080,41486,47229.0,22706300.0
2018-07-10,2100,2110,2050,2085,59975,47343.0,22706300.0
2018-07-11,2105,2105,2045,2050,60202,46548.0,22706300.0
2018-07-12,2065,2090,2035,2050,69648,46548.0,22706300.0
2018-07-13,2065,2070,2040,2065,56341,46889.0,22706300.0
2018-07-16,2085,2085,2035,2040,38640,46321.0,22706300.0
2018-07-17,2060,2080,2035,2035,26412,46207.0,22706300.0
2018-07-18,2055,2060,1995,2030,71695,46094.0,22706300.0
2018-07-19,2000,2040,1955,1990,58712,45186.0,22706300.0
2018-07-20,1960,2030,1930,1995,60943,45299.0,22706300.0
2018-07-23,1955,2005,1935,1985,41661,45072.0,22706300.0
2018-07-24,1965,2020,1955,2005,19852,45526.0,22706300.0
2018-07-25,2005,2005,1955,1985,25909,45072.0,22706300.0
2018-07-26,1985,2040,1960,1985,16863,45072.0,22706300.0
2018-07-27,1985,2030,1955,2020,26765,45867.0,22706300.0
2018-07-30,2020,2020,1990,2015,17713,45753.0,22706300.0
2018-07-31,2020,2145,1990,2100,178034,47683.0,22706300.0
2018-08-01,2130,2130,2060,2095,60952,47570.0,22706300.0
2018-08-02,2065,2120,2055,2055,29650,46661.0,22706300.0
2018-08-03,2040,2080,2040,2040,20960,46321.0,22706300.0
2018-08-06,2040,2380,2040,2165,1571214,49159.0,22706300.0
2018-08-07,2160,2160,2100,2110,208205,47910.0,22706300.0
2018-08-08,2080,2120,2035,2035,214085,46207.0,22706300.0
2018-08-09,2040,2065,2005,2065,79039,46889.0,22706300.0
2018-08-10,2040,2055,2010,2015,52753,45753.0,22706300.0
2018-08-13,1980,2025,1940,1940,133591,44050.0,22706300.0
2018-08-14,2020,2020,1895,1925,77402,43710.0,22706300.0
2018-08-16,1860,1925,1860,1865,76068,42347.0,22706300.0
2018-08-17,1885,1910,1860,1880,31430,42688.0,22706300.0
2018-08-20,1920,1920,1870,1875,69893,42574.0,22706300.0
2018-08-21,1870,1895,1870,1890,51083,42915.0,22706300.0
2018-08-22,1875,1955,1855,1945,81984,44164.0,22706300.0
2018-08-23,1920,1990,1920,1950,67303,44277.0,22706300.0
2018-08-24,1945,1970,1940,1940,17614,44050.0,22706300.0
2018-08-27,1990,1990,1905,1955,23033,44391.0,22706300.0
2018-08-28,1970,1970,1940,1955,22721,44391.0,22706300.0
2018-08-29,1945,1965,1915,1925,59336,44842.0,23294535.0
2018-08-30,1905,1950,1900,1945,306295,45308.0,23294535.0
2018-08-31,1945,1950,1910,1940,87679,45191.0,23294535.0
2018-09-03,1935,1940,1895,1895,103385,44143.0,23294535.0
2018-09-04,1890,1900,1855,1875,108876,43677.0,23294535.0
2018-09-05,1890,1890,1835,1840,91712,42862.0,23294535.0
2018-09-06,1870,1870,1820,1840,94353,42862.0,23294535.0
2018-09-07,1845,1845,1800,1805,78845,42047.0,23294535.0
2018-09-10,1785,1850,1785,1810,80778,42163.0,23294535.0
2018-09-11,1820,1830,1790,1800,69082,41930.0,23294535.0
2018-09-12,1835,1835,1750,1780,135889,41464.0,23294535.0
2018-09-13,1755,1800,1750,1800,37881,41930.0,23294535.0
2018-09-14,1800,1805,1790,1800,62748,41930.0,23294535.0
2018-09-17,1800,1800,1755,1760,65346,40998.0,23294535.0
2018-09-18,1760,1760,1605,1610,454850,37504.0,23294535.0
2018-09-19,1615,1650,1565,1590,167081,37038.0,23294535.0
2018-09-20,1590,1595,1460,1525,449297,35524.0,23294535.0
2018-09-21,1545,1785,1510,1630,2670226,37970.0,23294535.0
2018-09-27,1625,1625,1520,1520,306898,35408.0,23294535.0
2018-09-28,1515,1580,1490,1555,122633,36223.0,23294535.0
2018-10-01,1555,1595,1520,1585,78041,36922.0,23294535.0
2018-10-02,1585,1610,1555,1555,89000,36223.0,23294535.0
2018-10-04,1555,1555,1510,1540,69850,35874.0,23294535.0
2018-10-05,1550,1550,1470,1485,101309,34592.0,23294535.0
2018-10-08,1490,1525,1485,1495,45947,34825.0,23294535.0
2018-10-10,1500,1545,1380,1380,144220,32146.0,23294535.0
2018-10-11,1320,1400,1320,1370,121240,34510.0,25189535.0
2018-10-12,1300,1420,1300,1420,57593,35769.0,25189535.0
2018-10-15,1420,1540,1395,1440,97202,36273.0,25189535.0
2018-10-16,1460,1535,1440,1490,128059,37532.0,25189535.0
2018-10-17,1540,1615,1510,1520,661420,38288.0,25189535.0
2018-10-18,1515,1550,1510,1535,56163,38666.0,25189535.0
2018-10-19,1520,1575,1505,1560,52773,39296.0,25189535.0
2018-10-22,1550,1605,1535,1580,51932,39799.0,25189535.0
2018-10-23,1545,1595,1520,1540,67705,38792.0,25189535.0
2018-10-24,1540,1600,1505,1540,92849,38792.0,25189535.0
2018-10-25,1500,1565,1390,1390,181317,35013.0,25189535.0
2018-10-26,1395,1430,1305,1370,140382,34510.0,25189535.0
2018-10-29,1300,1355,1125,1160,444702,29220.0,25189535.0
2018-10-30,1110,1285,1100,1285,565905,32369.0,25189535.0
2018-10-31,1330,1370,1170,1245,911747,31361.0,25189535.0
2018-11-01,1270,1325,1250,1310,156746,32998.0,25189535.0
2018-11-02,1320,1395,1320,1395,120561,35139.0,25189535.0
2018-11-05,1395,1410,1350,1385,44965,34888.0,25189535.0
2018-11-06,1415,1415,1360,1405,66634,35391.0,25189535.0
2018-11-07,1415,1450,1380,1410,86153,35517.0,25189535.0
2018-11-08,1450,1480,1385,1435,51452,36147.0,25189535.0
2018-11-09,1435,1495,1375,1420,89981,35769.0,25189535.0
2018-11-12,1405,1415,1290,1335,150755,33628.0,25189535.0
2018-11-13,1290,1390,1250,1325,106784,33376.0,25189535.0
2018-11-14,1325,1720,1285,1655,6001627,41689.0,25189535.0
2018-11-15,1655,1710,1545,1590,1486756,40051.0,25189535.0
2018-11-16,1575,1610,1540,1600,466179,40303.0,25189535.0
2018-11-19,1585,1640,1560,1640,548024,41311.0,25189535.0
2018-11-20,1625,1655,1555,1655,678411,41689.0,25189535.0
2018-11-21,1625,1670,1585,1625,397905,40933.0,25189535.0
2018-11-22,1630,1635,1525,1530,291799,38540.0,25189535.0
2018-11-23,1575,1575,1405,1405,541086,35391.0,25189535.0
2018-11-26,1405,1425,1335,1405,291074,35391.0,25189535.0
2018-11-27,1400,1535,1395,1450,357638,36525.0,25189535.0
2018-11-28,1460,1475,1385,1410,209560,35517.0,25189535.0
2018-11-29,1445,1455,1400,1400,134871,35265.0,25189535.0
2018-11-30,1390,1440,1390,1425,72463,35895.0,25189535.0
2018-12-03,1440,1495,1435,1465,237229,36903.0,25189535.0
2018-12-04,1470,1515,1455,1495,192931,37658.0,25189535.0
2018-12-05,1470,1505,1435,1495,92109,37658.0,25189535.0
2018-12-06,1525,1525,1440,1460,93168,36777.0,25189535.0
2018-12-07,1495,1580,1460,1515,499893,38162.0,25189535.0
2018-12-10,1495,1535,1420,1460,205347,36777.0,25189535.0
2018-12-11,1460,1560,1435,1530,294598,38540.0,25189535.0
2018-12-12,1530,1555,1500,1540,143736,38792.0,25189535.0
2018-12-13,1565,1565,1510,1525,115550,38414.0,25189535.0
2018-12-14,1525,1525,1440,1460,146446,36777.0,25189535.0
2018-12-17,1435,1465,1380,1450,99481,36525.0,25189535.0
2018-12-18,1450,1455,1355,1380,266896,34762.0,25189535.0
2018-12-19,1365,1390,1335,1370,130328,34510.0,25189535.0
2018-12-20,1350,1380,1300,1340,102821,33754.0,25189535.0
2018-12-21,1340,1350,1315,1315,39547,33124.0,25189535.0
2018-12-24,1305,1355,1295,1325,49494,33376.0,25189535.0
2018-12-26,1265,1330,1265,1295,38533,32620.0,25189535.0
2018-12-27,1315,1360,1295,1330,46428,33502.0,25189535.0
2018-12-28,1330,1360,1305,1340,33021,33754.0,25189535.0
2019-01-02,1370,1370,1315,1335,33039,33628.0,25189535.0
2019-01-03,1335,1370,1275,1280,43999,32243.0,25189535.0
2019-01-04,1280,1325,1260,1320,69713,33250.0,25189535.0
2019-01-07,1345,1360,1320,1350,35177,34006.0,25189535.0
2019-01-08,1350,1360,1330,1340,21948,33754.0,25189535.0
2019-01-09,1360,1430,1335,1385,100894,34888.0,25189535.0
2019-01-10,1385,1455,1360,1400,155322,35265.0,25189535.0
2019-01-11,1400,1470,1390,1410,104170,35517.0,25189535.0
2019-01-14,1420,1440,1410,1430,57188,36021.0,25189535.0
2019-01-15,1405,1630,1400,1475,2055368,37155.0,25189535.0
2019-01-16,1485,1535,1465,1480,596977,37281.0,25189535.0
2019-01-17,1535,1535,1430,1445,262201,36399.0,25189535.0
2019-01-18,1445,1475,1420,1455,105140,36651.0,25189535.0
2019-01-21,1460,1525,1440,1495,200398,37658.0,25189535.0
2019-01-22,1490,1565,1480,1545,227305,38918.0,25189535.0
2019-01-23,1545,1545,1500,1515,109987,38162.0,25189535.0
2019-01-24,1540,1570,1510,1515,71015,38162.0,25189535.0
2019-01-25,1540,1540,1485,1515,71795,38162.0,25189535.0
2019-01-28,1515,1570,1470,1505,89313,37910.0,25189535.0
2019-01-29,1490,1520,1450,1475,92182,37155.0,25189535.0
2019-01-30,1490,1490,1450,1485,48306,37406.0,25189535.0
2019-01-31,1485,1500,1465,1480,109418,37281.0,25189535.0
2019-02-01,1515,1515,1465,1485,55865,37406.0,25189535.0
2019-02-07,1495,1555,1475,1545,134406,38918.0,25189535.0
2019-02-08,1545,1580,1525,1550,62867,39044.0,25189535.0
2019-02-11,1545,1570,1525,1560,97354,39296.0,25189535.0
2019-02-12,1575,1575,1530,1570,34789,39548.0,25189535.0
2019-02-13,1570,1685,1505,1550,630391,39044.0,25189535.0
2019-02-14,1570,1590,1525,1565,121810,39422.0,25189535.0
2019-02-15,1580,1580,1540,1555,64214,39170.0,25189535.0
2019-02-18,1555,1765,1555,1635,1528848,41185.0,25189535.0
2019-02-19,1635,1705,1610,1675,570331,42192.0,25189535.0
2019-02-20,1680,1700,1640,1665,195891,41941.0,25189535.0
2019-02-21,1650,1670,1620,1665,108669,41941.0,25189535.0
2019-02-22,1645,1660,1575,1625,124263,40933.0,25189535.0
2019-02-25,1630,1640,1590,1630,56565,41059.0,25189535.0
2019-02-26,1630,1635,1590,1620,106036,40807.0,25189535.0
2019-02-27,1625,1625,1570,1600,60325,40303.0,25189535.0
2019-02-28,1580,1615,1475,1500,136716,37784.0,25189535.0
2019-03-04,1500,1540,1500,1520,171081,38288.0,25189535.0
2019-03-05,1520,1550,1505,1540,95201,38792.0,25189535.0
2019-03-06,1600,1815,1600,1620,3741677,40807.0,25189535.0
2019-03-07,1620,1625,1555,1610,513616,40555.0,25189535.0
2019-03-08,1580,1590,1540,1560,215552,39296.0,25189535.0
2019-03-11,1550,1575,1505,1520,125463,38288.0,25189535.0
2019-03-12,1520,1570,1510,1570,156049,39548.0,25189535.0
2019-03-13,1570,1670,1545,1630,673420,41059.0,25189535.0
2019-03-14,1655,1665,1595,1660,311959,41815.0,25189535.0
2019-03-15,1645,1655,1530,1595,371089,40177.0,25189535.0
2019-03-18,1590,1625,1540,1570,178749,39548.0,25189535.0
2019-03-19,1550,1580,1545,1570,150379,39548.0,25189535.0
2019-03-20,1570,1575,1505,1570,129700,39548.0,25189535.0
2019-03-21,1720,1860,1565,1570,1555005,39548.0,25189535.0
2019-03-22,1560,1590,1540,1555,211105,39170.0,25189535.0
2019-03-25,1555,1575,1515,1525,88171,38414.0,25189535.0
2019-03-26,1520,1615,1520,1610,218454,40555.0,25189535.0
2019-03-27,1610,1615,1570,1590,114098,40051.0,25189535.0
2019-03-28,1595,1595,1555,1565,80706,39422.0,25189535.0
2019-03-29,1560,1680,1560,1650,491627,41563.0,25189535.0
2019-04-01,1650,1695,1630,1690,205170,42570.0,25189535.0
2019-04-02,1690,1700,1655,1695,225254,42696.0,25189535.0
2019-04-03,1675,1680,1570,1605,270309,40429.0,25189535.0
2019-04-04,1605,1615,1545,1580,225434,39799.0,25189535.0
2019-04-05,1580,1640,1580,1640,115087,41311.0,25189535.0
2019-04-08,1640,1680,1600,1605,87578,40429.0,25189535.0
2019-04-09,1605,1630,1585,1590,41068,40051.0,25189535.0
2019-04-10,1610,1630,1580,1610,55101,40555.0,25189535.0
2019-04-11,1610,1640,1595,1600,69746,40303.0,25189535.0
2019-04-12,1600,1610,1560,1580,169078,39799.0,25189535.0
2019-04-15,1585,1600,1555,1560,146680,39296.0,25189535.0
2019-04-16,1565,1580,1545,1580,83317,39799.0,25189535.0
2019-04-17,1580,1665,1580,1665,445672,41941.0,25189535.0
2019-04-18,1660,1675,1600,1625,286377,40933.0,25189535.0
2019-04-19,1615,1660,1610,1660,152182,44217.0,26636713.0
2019-04-22,1680,1690,1650,1655,217322,44084.0,26636713.0
2019-04-23,1650,1755,1630,1745,1518880,46481.0,26636713.0
2019-04-24,1745,1745,1690,1700,635068,45282.0,26636713.0
2019-04-25,1670,1690,1625,1685,427627,44883.0,26636713.0
2019-04-26,1685,1690,1635,1670,325719,44483.0,26636713.0
2019-04-29,1680,1700,1650,1695,385600,45149.0,26636713.0
2019-04-30,1695,1695,1645,1645,267503,43817.0,26636713.0
2019-05-02,1630,1675,1630,1665,321879,44350.0,26636713.0
2019-05-03,1665,1695,1640,1685,175072,44883.0,26636713.0
2019-05-07,1650,1765,1650,1755,947230,46747.0,26636713.0
2019-05-08,1750,1755,1685,1715,430609,45682.0,26636713.0
2019-05-09,1720,1720,1585,1620,613565,43151.0,26636713.0
2019-05-10,1620,1645,1535,1600,508411,42619.0,26636713.0
2019-05-13,1605,1630,1560,1575,180979,41953.0,26636713.0
2019-05-14,1530,1600,1505,1580,220999,42086.0,26636713.0
2019-05-15,1580,1610,1575,1605,104306,42752.0,26636713.0
2019-05-16,1585,1600,1530,1535,190127,40887.0,26636713.0
2019-05-17,1545,1570,1505,1520,71448,40488.0,26636713.0
2019-05-20,1520,1555,1495,1500,87318,39955.0,26636713.0
2019-05-21,1485,1525,1430,1465,239116,39023.0,26636713.0
2019-05-22,1470,1475,1420,1475,166095,39289.0,26636713.0
2019-05-23,1475,1475,1385,1385,282966,36892.0,26636713.0
2019-05-24,1380,1515,1375,1420,448505,37824.0,26636713.0
2019-05-27,1405,1495,1405,1475,103715,39289.0,26636713.0
2019-05-28,1475,1490,1450,1475,50497,39289.0,26636713.0
2019-05-29,1495,1495,1440,1475,34443,39289.0,26636713.0
2019-05-30,1470,1505,1430,1475,63706,39289.0,26636713.0
2019-05-31,1460,1465,1430,1465,65043,39023.0,26636713.0
2019-06-03,1465,1465,1425,1425,37335,37957.0,26636713.0
2019-06-04,1425,1465,1425,1460,24933,38890.0,26636713.0
2019-06-05,1455,1490,1430,1450,73587,38623.0,26636713.0
2019-06-07,1450,1460,1440,1460,46770,38890.0,26636713.0
2019-06-10,1460,1510,1450,1490,192537,39689.0,26636713.0
2019-06-11,1475,1510,1475,1495,128015,39822.0,26636713.0
2019-06-12,1500,1500,1465,1490,42892,39689.0,26636713.0
2019-06-13,1490,1535,1465,1535,88641,40887.0,26636713.0
2019-06-14,1530,1550,1505,1530,104435,40754.0,26636713.0
2019-06-17,1520,1525,1495,1525,91092,40621.0,26636713.0
2019-06-18,1515,1530,1495,1495,52066,39822.0,26636713.0
2019-06-19,1500,1520,1495,1520,89768,40488.0,26636713.0
2019-06-20,1525,1525,1490,1515,58329,40355.0,26636713.0
2019-06-21,1515,1560,1460,1525,78233,40621.0,26636713.0
2019-06-24,1525,1570,1505,1515,102096,40355.0,26636713.0
2019-06-25,1515,1540,1500,1515,58536,40355.0,26636713.0
2019-06-26,1515,1525,1495,1520,51133,40488.0,26636713.0
2019-06-27,1495,1515,1470,1470,95639,39156.0,26636713.0
2019-06-28,1470,1480,1420,1440,113275,38357.0,26636713.0
2019-07-01,1455,1470,1440,1460,62995,38890.0,26636713.0
2019-07-02,1455,1520,1430,1500,78877,39955.0,26636713.0
2019-07-03,1500,1555,1470,1540,258189,41021.0,26636713.0
2019-07-04,1530,1560,1500,1515,271047,40355.0,26636713.0
2019-07-05,1515,1630,1505,1630,1129448,43418.0,26636713.0
2019-07-08,1625,1625,1515,1575,634690,41953.0,26636713.0
2019-07-09,1580,1585,1490,1530,356351,40754.0,26636713.0
2019-07-10,1530,1600,1510,1520,251677,40488.0,26636713.0
2019-07-11,1525,1575,1485,1565,182915,41686.0,26636713.0
2019-07-12,1565,1580,1530,1540,96831,41021.0,26636713.0
2019-07-15,1565,1570,1515,1530,85400,40754.0,26636713.0
