코리아오토글라스(152330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-06-15,15500,15600,15150,15300,44274,306000.0,20000000.0
2018-06-18,15400,15400,14750,15050,51105,301000.0,20000000.0
2018-06-19,15050,15050,14500,14900,84404,298000.0,20000000.0
2018-06-20,14800,14900,14400,14550,81056,291000.0,20000000.0
2018-06-21,14550,14650,13650,13700,132971,274000.0,20000000.0
2018-06-22,13700,13800,13450,13800,65010,276000.0,20000000.0
2018-06-25,13800,13850,13400,13650,73548,273000.0,20000000.0
2018-06-26,13700,13700,13350,13500,39565,270000.0,20000000.0
2018-06-27,13600,13650,13400,13450,27592,269000.0,20000000.0
2018-06-28,13550,13650,12750,12850,110135,257000.0,20000000.0
2018-06-29,13100,13250,12750,13000,64605,260000.0,20000000.0
2018-07-02,13000,13200,12250,12300,105673,246000.0,20000000.0
2018-07-03,12400,12600,11800,12150,140505,243000.0,20000000.0
2018-07-04,11950,12400,11950,12200,52257,244000.0,20000000.0
2018-07-05,12200,12350,11700,11950,106502,239000.0,20000000.0
2018-07-06,12100,12600,12000,12600,53854,252000.0,20000000.0
2018-07-09,12550,12600,12250,12450,45732,249000.0,20000000.0
2018-07-10,12500,12550,12300,12500,25826,250000.0,20000000.0
2018-07-11,12450,12450,12150,12350,23526,247000.0,20000000.0
2018-07-12,12500,12500,12150,12350,23750,247000.0,20000000.0
2018-07-13,12500,12750,12400,12600,55920,252000.0,20000000.0
2018-07-16,12600,12650,12250,12350,59826,247000.0,20000000.0
2018-07-17,12450,12450,12200,12300,29060,246000.0,20000000.0
2018-07-18,12300,12400,12200,12300,23056,246000.0,20000000.0
2018-07-19,12300,12400,11750,12000,134777,240000.0,20000000.0
2018-07-20,12000,12150,11800,11900,67492,238000.0,20000000.0
2018-07-23,12000,12050,11750,11800,24924,236000.0,20000000.0
2018-07-24,11900,12100,11750,12000,14624,240000.0,20000000.0
2018-07-25,12000,12150,11900,12050,16130,241000.0,20000000.0
2018-07-26,12150,12500,12100,12300,33488,246000.0,20000000.0
2018-07-27,12350,12450,12200,12400,18769,248000.0,20000000.0
2018-07-30,12400,12550,12150,12300,30527,246000.0,20000000.0
2018-07-31,12150,12450,12100,12100,32966,242000.0,20000000.0
2018-08-01,12150,12350,12050,12150,35443,243000.0,20000000.0
2018-08-02,12200,12250,12050,12150,15678,243000.0,20000000.0
2018-08-03,12150,12400,12150,12350,12525,247000.0,20000000.0
2018-08-06,12250,12500,12200,12450,19720,249000.0,20000000.0
2018-08-07,12750,14200,12750,13000,477500,260000.0,20000000.0
2018-08-08,12850,12950,12550,12550,129144,251000.0,20000000.0
2018-08-09,12600,12750,12550,12700,36090,254000.0,20000000.0
2018-08-10,12600,12800,12350,12350,88770,247000.0,20000000.0
2018-08-13,12500,12500,11950,12100,45656,242000.0,20000000.0
2018-08-14,11950,12350,11950,12150,25646,243000.0,20000000.0
2018-08-16,12000,12300,11950,12250,30288,245000.0,20000000.0
2018-08-17,12350,12550,12250,12550,29251,251000.0,20000000.0
2018-08-20,12600,12600,12300,12400,22353,248000.0,20000000.0
2018-08-21,12600,12750,12300,12500,37526,250000.0,20000000.0
2018-08-22,12500,12500,12200,12300,33729,246000.0,20000000.0
2018-08-23,12400,12500,12150,12300,42232,246000.0,20000000.0
2018-08-24,12250,12550,12250,12350,30555,247000.0,20000000.0
2018-08-27,12350,12500,12150,12200,35288,244000.0,20000000.0
2018-08-28,12400,12600,12200,12550,54893,251000.0,20000000.0
2018-08-29,12500,12600,12400,12550,21938,251000.0,20000000.0
2018-08-30,12600,13000,12500,12700,67248,254000.0,20000000.0
2018-08-31,12650,13400,12600,13100,101540,262000.0,20000000.0
2018-09-03,13150,13300,12950,13050,44884,261000.0,20000000.0
2018-09-04,13100,13100,12750,12900,23965,258000.0,20000000.0
2018-09-05,13050,13600,12950,13450,139039,269000.0,20000000.0
2018-09-06,13400,13500,13150,13350,54901,267000.0,20000000.0
2018-09-07,13300,13300,13100,13200,27299,264000.0,20000000.0
2018-09-10,13100,13400,13050,13250,31641,265000.0,20000000.0
2018-09-11,13300,13800,13200,13800,76906,276000.0,20000000.0
2018-09-12,13750,13900,13550,13850,67560,277000.0,20000000.0
2018-09-13,13900,13900,13650,13750,52851,275000.0,20000000.0
2018-09-14,13800,14000,13700,13900,29167,278000.0,20000000.0
2018-09-17,13900,13900,13650,13800,21312,276000.0,20000000.0
2018-09-18,13700,13800,13550,13600,26881,272000.0,20000000.0
2018-09-19,13700,13750,13350,13450,26489,269000.0,20000000.0
2018-09-20,13650,13700,13200,13500,18704,270000.0,20000000.0
2018-09-21,13350,13550,13250,13500,21649,270000.0,20000000.0
2018-09-27,13550,13700,13400,13650,11264,273000.0,20000000.0
2018-09-28,13700,13700,13500,13550,28330,271000.0,20000000.0
2018-10-01,13650,13650,13450,13450,15187,269000.0,20000000.0
2018-10-02,13450,13600,13350,13450,27175,269000.0,20000000.0
2018-10-04,13350,13500,13000,13100,44507,262000.0,20000000.0
2018-10-05,13050,13100,12850,13000,21789,260000.0,20000000.0
2018-10-08,13100,13100,12650,12750,33280,255000.0,20000000.0
2018-10-10,12800,12800,12200,12300,29492,246000.0,20000000.0
2018-10-11,11800,12500,11800,11900,60554,238000.0,20000000.0
2018-10-12,11800,12400,11800,12250,35089,245000.0,20000000.0
2018-10-15,12300,12400,12050,12300,12531,246000.0,20000000.0
2018-10-16,12150,12450,12150,12450,11323,249000.0,20000000.0
2018-10-17,12400,12600,12400,12600,8986,252000.0,20000000.0
2018-10-18,12550,12700,12050,12200,21585,244000.0,20000000.0
2018-10-19,12350,12850,12200,12700,25078,254000.0,20000000.0
2018-10-22,12700,12900,12500,12600,9458,252000.0,20000000.0
2018-10-23,12450,12650,12200,12450,17022,249000.0,20000000.0
2018-10-24,12450,12450,12000,12150,23368,243000.0,20000000.0
2018-10-25,12100,12150,11600,11850,52905,237000.0,20000000.0
2018-10-26,11900,11950,11400,11550,48122,231000.0,20000000.0
2018-10-29,11350,11550,10800,11000,41569,220000.0,20000000.0
2018-10-30,10950,11550,10700,11300,35190,226000.0,20000000.0
2018-10-31,11200,11650,11200,11300,16998,226000.0,20000000.0
2018-11-01,11300,11800,11300,11600,13723,232000.0,20000000.0
2018-11-02,11700,11800,11650,11750,12314,235000.0,20000000.0
2018-11-05,11750,11750,11350,11500,16171,230000.0,20000000.0
2018-11-06,11500,11650,11400,11550,13597,231000.0,20000000.0
2018-11-07,11500,11950,11250,11550,52119,231000.0,20000000.0
2018-11-08,11750,11800,11550,11750,7366,235000.0,20000000.0
2018-11-09,11700,11900,11700,11850,12936,237000.0,20000000.0
2018-11-12,11850,11850,11600,11700,6602,234000.0,20000000.0
2018-11-13,11550,11700,11350,11700,11862,234000.0,20000000.0
2018-11-14,11800,11850,11550,11750,12715,235000.0,20000000.0
2018-11-15,11750,12150,11700,12150,29594,243000.0,20000000.0
2018-11-16,12050,12300,12000,12300,23297,246000.0,20000000.0
2018-11-19,12400,12400,12150,12350,26266,247000.0,20000000.0
2018-11-20,12300,12300,12050,12200,18193,244000.0,20000000.0
2018-11-21,12200,12250,12000,12100,14565,242000.0,20000000.0
2018-11-22,12250,12650,12200,12450,39480,249000.0,20000000.0
2018-11-23,12450,12600,12300,12400,18102,248000.0,20000000.0
2018-11-26,12400,12550,12300,12500,12647,250000.0,20000000.0
2018-11-27,12500,12600,12250,12600,23958,252000.0,20000000.0
2018-11-28,12500,12800,12500,12750,15629,255000.0,20000000.0
2018-11-29,12750,12800,12600,12700,9354,254000.0,20000000.0
2018-11-30,12700,13000,12650,12850,26392,257000.0,20000000.0
2018-12-03,12850,13000,12750,12900,15995,258000.0,20000000.0
2018-12-04,13000,13000,12700,13000,9437,260000.0,20000000.0
2018-12-05,12950,12950,12700,12950,8537,259000.0,20000000.0
2018-12-06,13000,13000,12300,12450,33679,249000.0,20000000.0
2018-12-07,12700,12700,12350,12550,11885,251000.0,20000000.0
2018-12-10,12500,12500,12300,12350,5772,247000.0,20000000.0
2018-12-11,12450,12450,12250,12400,7964,248000.0,20000000.0
2018-12-12,12300,12700,12250,12700,17456,254000.0,20000000.0
2018-12-13,12800,12900,12700,12800,6959,256000.0,20000000.0
2018-12-14,12900,12900,12450,12600,14239,252000.0,20000000.0
2018-12-17,12700,12700,12350,12400,13317,248000.0,20000000.0
2018-12-18,12500,12650,12300,12550,16417,251000.0,20000000.0
2018-12-19,12650,12750,12500,12750,10780,255000.0,20000000.0
2018-12-20,12750,12800,12600,12750,13458,255000.0,20000000.0
2018-12-21,12750,13350,12700,13200,53361,264000.0,20000000.0
2018-12-24,13350,13600,13100,13550,56036,271000.0,20000000.0
2018-12-26,13350,13400,13000,13400,61787,268000.0,20000000.0
2018-12-27,13300,13300,12600,12650,35202,253000.0,20000000.0
2018-12-28,12650,12800,12550,12600,21506,252000.0,20000000.0
2019-01-02,12450,12650,12150,12200,18986,244000.0,20000000.0
2019-01-03,12400,12500,12250,12400,13711,248000.0,20000000.0
2019-01-04,12500,12600,12350,12600,12905,252000.0,20000000.0
2019-01-07,12700,12900,12550,12850,18056,257000.0,20000000.0
2019-01-08,12900,12950,12650,12750,10631,255000.0,20000000.0
2019-01-09,12750,12900,12700,12900,10731,258000.0,20000000.0
2019-01-10,13000,13000,12850,12850,7788,257000.0,20000000.0
2019-01-11,12950,13000,12800,12900,16041,258000.0,20000000.0
2019-01-14,12950,13000,12800,12950,17300,259000.0,20000000.0
2019-01-15,13000,13100,12750,12950,22059,259000.0,20000000.0
2019-01-16,13100,13550,12950,13550,81017,271000.0,20000000.0
2019-01-17,13650,13700,13350,13650,23304,273000.0,20000000.0
2019-01-18,13650,13750,13400,13700,28440,274000.0,20000000.0
2019-01-21,13900,13950,13600,13750,25775,275000.0,20000000.0
2019-01-22,13900,13900,13550,13700,21180,274000.0,20000000.0
2019-01-23,13500,13800,13400,13800,18226,276000.0,20000000.0
2019-01-24,13850,14200,13750,14000,54570,280000.0,20000000.0
2019-01-25,14000,14000,13750,13750,22198,275000.0,20000000.0
2019-01-28,13950,13950,13700,13700,15324,274000.0,20000000.0
2019-01-29,12650,13050,12500,13050,3280096,261000.0,20000000.0
2019-01-30,13150,13700,13050,13450,349746,269000.0,20000000.0
2019-01-31,13550,13750,13000,13400,128117,268000.0,20000000.0
2019-02-01,13200,13500,13200,13450,133642,269000.0,20000000.0
2019-02-07,13500,13600,12750,13000,99373,260000.0,20000000.0
2019-02-08,13000,13350,12700,13250,98137,265000.0,20000000.0
2019-02-11,13250,13450,13050,13400,72781,268000.0,20000000.0
2019-02-12,13500,13750,13250,13400,64911,268000.0,20000000.0
2019-02-13,13650,13800,13400,13750,179374,275000.0,20000000.0
2019-02-14,13750,13800,13550,13750,77580,275000.0,20000000.0
2019-02-15,13850,13850,13400,13600,34997,272000.0,20000000.0
2019-02-18,13600,13750,13400,13600,65101,272000.0,20000000.0
2019-02-19,13500,13700,13400,13600,29261,272000.0,20000000.0
2019-02-20,13650,13900,13500,13600,128401,272000.0,20000000.0
2019-02-21,13650,14000,13450,13900,101502,278000.0,20000000.0
2019-02-22,13850,14600,13850,14450,165152,289000.0,20000000.0
2019-02-25,14500,14700,14250,14650,83341,293000.0,20000000.0
2019-02-26,14750,15100,14550,14700,191232,294000.0,20000000.0
2019-02-27,14700,15300,14600,15150,123875,303000.0,20000000.0
2019-02-28,15000,15250,14450,14500,169071,290000.0,20000000.0
2019-03-04,14500,15100,14450,15000,74479,300000.0,20000000.0
2019-03-05,14950,15050,14500,14900,76813,298000.0,20000000.0
2019-03-06,14900,14900,14650,14700,23336,294000.0,20000000.0
2019-03-07,14700,14700,14200,14550,50186,291000.0,20000000.0
2019-03-08,14400,14700,14250,14700,80933,294000.0,20000000.0
2019-03-11,14750,14750,14300,14500,37856,290000.0,20000000.0
2019-03-12,14650,15000,14500,14800,43262,296000.0,20000000.0
2019-03-13,14950,15700,14800,15600,226871,312000.0,20000000.0
2019-03-14,15500,15800,15450,15750,73752,315000.0,20000000.0
2019-03-15,15700,15750,15100,15250,65862,305000.0,20000000.0
2019-03-18,15250,15300,14750,15000,79391,300000.0,20000000.0
2019-03-19,15100,15650,14950,15550,77389,311000.0,20000000.0
2019-03-20,15500,15700,15300,15650,61023,313000.0,20000000.0
2019-03-21,15450,15800,15450,15700,62562,314000.0,20000000.0
2019-03-22,15700,16100,15600,16000,182663,320000.0,20000000.0
2019-03-25,15700,16050,15650,15800,70564,316000.0,20000000.0
2019-03-26,15800,16000,15400,15500,64984,310000.0,20000000.0
2019-03-27,15350,16250,15350,16200,113450,324000.0,20000000.0
2019-03-28,16300,16400,16000,16000,86329,320000.0,20000000.0
2019-03-29,15950,16300,15850,16100,52099,322000.0,20000000.0
2019-04-01,16100,16350,15950,16200,62235,324000.0,20000000.0
2019-04-02,16200,16400,15950,16400,85770,328000.0,20000000.0
2019-04-03,16300,16600,15750,16000,130982,320000.0,20000000.0
2019-04-04,15950,16400,15800,16300,93760,326000.0,20000000.0
2019-04-05,16150,16400,16000,16000,44016,320000.0,20000000.0
2019-04-08,15900,16500,15900,16300,65419,326000.0,20000000.0
2019-04-09,16200,16550,16200,16500,90181,330000.0,20000000.0
2019-04-10,16400,16850,16200,16800,68608,336000.0,20000000.0
2019-04-11,16800,17400,16500,17400,150527,348000.0,20000000.0
2019-04-12,17400,17650,17250,17500,89666,350000.0,20000000.0
2019-04-15,17350,17700,17350,17700,61682,354000.0,20000000.0
2019-04-16,17700,17750,16500,17600,101787,352000.0,20000000.0
2019-04-17,17600,18150,17300,18050,128741,361000.0,20000000.0
2019-04-18,18000,18700,17850,17950,137254,359000.0,20000000.0
2019-04-19,17950,18550,17700,18500,151671,370000.0,20000000.0
2019-04-22,18550,19100,18200,18600,135614,372000.0,20000000.0
2019-04-23,18600,18650,18200,18550,47449,371000.0,20000000.0
2019-04-24,18550,18550,17900,18250,82748,365000.0,20000000.0
2019-04-25,18200,18400,17700,18150,74186,363000.0,20000000.0
2019-04-26,18150,18150,17650,17750,40926,355000.0,20000000.0
2019-04-29,17700,18200,17700,18200,45450,364000.0,20000000.0
2019-04-30,18900,20100,18600,20000,692520,400000.0,20000000.0
2019-05-02,20150,21000,19650,19650,276855,393000.0,20000000.0
2019-05-03,19650,20050,19400,19450,61741,389000.0,20000000.0
2019-05-07,19150,19700,18650,19400,73279,388000.0,20000000.0
2019-05-08,19000,20250,18950,19600,102728,392000.0,20000000.0
2019-05-09,19650,20000,19100,19700,96984,394000.0,20000000.0
2019-05-10,19600,19850,18600,18750,121275,375000.0,20000000.0
2019-05-13,18650,19550,18650,19300,70540,386000.0,20000000.0
2019-05-14,19100,19200,18650,19150,112247,383000.0,20000000.0
2019-05-15,19350,19700,19050,19150,57752,383000.0,20000000.0
2019-05-16,19600,19750,19250,19550,118902,391000.0,20000000.0
2019-05-17,19650,19650,19100,19100,45250,382000.0,20000000.0
2019-05-20,19200,19350,19000,19100,27399,382000.0,20000000.0
2019-05-21,19250,19250,18100,18100,127114,362000.0,20000000.0
2019-05-22,18200,18700,17900,18450,74995,369000.0,20000000.0
2019-05-23,18450,18850,18300,18550,45770,371000.0,20000000.0
2019-05-24,18600,18850,18300,18600,44047,372000.0,20000000.0
2019-05-27,18700,18700,18000,18500,54260,370000.0,20000000.0
2019-05-28,18600,18600,17900,18250,76167,365000.0,20000000.0
2019-05-29,18250,19300,18250,18850,114560,377000.0,20000000.0
2019-05-30,18850,20150,18800,20150,212551,403000.0,20000000.0
2019-05-31,20150,20600,19650,20250,243103,405000.0,20000000.0
2019-06-03,19950,20300,19700,19800,51993,396000.0,20000000.0
2019-06-04,19800,20000,19100,19250,60409,385000.0,20000000.0
2019-06-05,19250,19850,19250,19850,62769,397000.0,20000000.0
2019-06-07,19850,20550,19800,20300,115241,406000.0,20000000.0
2019-06-10,20300,21650,20300,21150,195069,423000.0,20000000.0
2019-06-11,21350,21550,20950,21500,95284,430000.0,20000000.0
2019-06-12,21450,21550,21000,21300,49219,426000.0,20000000.0
2019-06-13,21450,21450,20450,21100,142948,422000.0,20000000.0
2019-06-14,21100,21950,20500,21950,131231,439000.0,20000000.0
2019-06-17,21850,21900,21350,21350,81933,427000.0,20000000.0
2019-06-18,21450,21600,20500,20900,148296,418000.0,20000000.0
2019-06-19,21100,21200,20650,20850,46519,417000.0,20000000.0
2019-06-20,20600,21000,20550,20750,36510,415000.0,20000000.0
2019-06-21,20950,21100,20600,21100,52107,422000.0,20000000.0
2019-06-24,21100,21150,20600,20750,50110,415000.0,20000000.0
2019-06-25,20750,20900,20200,20200,46816,404000.0,20000000.0
2019-06-26,20200,20700,20200,20500,34313,410000.0,20000000.0
2019-06-27,20500,21250,20300,21200,65732,424000.0,20000000.0
2019-06-28,21200,21500,20600,21500,75964,430000.0,20000000.0
2019-07-01,21500,21500,20800,21000,44565,420000.0,20000000.0
2019-07-02,20850,21100,20250,20700,50582,414000.0,20000000.0
2019-07-03,20550,20750,20100,20350,33144,407000.0,20000000.0
2019-07-04,20100,20500,20100,20450,26948,409000.0,20000000.0
2019-07-05,20450,20550,19500,20300,100542,406000.0,20000000.0
2019-07-08,20300,20300,19450,19650,83023,393000.0,20000000.0
2019-07-09,19550,19900,19150,19250,80603,385000.0,20000000.0
2019-07-10,19200,19700,18800,19500,60091,390000.0,20000000.0
2019-07-11,19500,19700,19150,19700,46665,394000.0,20000000.0
2019-07-12,19750,20050,18300,18800,200295,376000.0,20000000.0
2019-07-15,18900,18900,16400,16900,320862,338000.0,20000000.0
2019-07-16,16900,17900,16550,17800,161294,356000.0,20000000.0
2019-07-17,18000,18050,17300,17400,76466,348000.0,20000000.0
2019-07-18,17300,18300,17000,17500,90390,350000.0,20000000.0
2019-07-19,17400,18100,17400,17850,60388,357000.0,20000000.0
2019-07-22,18150,18350,17950,18300,78114,366000.0,20000000.0
2019-07-23,18300,18600,18050,18100,38511,362000.0,20000000.0
2019-07-24,18250,18250,17550,17850,81403,357000.0,20000000.0
2019-07-25,17850,18000,17150,17800,123334,356000.0,20000000.0
2019-07-26,17650,17750,17000,17350,86058,347000.0,20000000.0
2019-07-29,18000,18000,16700,16800,136758,336000.0,20000000.0
2019-07-30,16550,17550,16550,17350,100644,347000.0,20000000.0
2019-07-31,17800,18700,17450,18350,182482,367000.0,20000000.0
2019-08-01,18250,18250,17600,17650,69846,353000.0,20000000.0
2019-08-02,17450,18150,17200,18000,49359,360000.0,20000000.0
2019-08-05,17550,17950,17000,17150,72494,343000.0,20000000.0
2019-08-06,16650,17200,16200,16500,113372,330000.0,20000000.0
2019-08-07,16600,16900,16000,16800,151049,336000.0,20000000.0
2019-08-08,16800,17250,16600,17050,79939,341000.0,20000000.0
2019-08-09,17100,17450,16800,17000,33017,340000.0,20000000.0
2019-08-12,17250,17250,16800,16900,23588,338000.0,20000000.0
2019-08-13,16750,17050,16750,16900,18984,338000.0,20000000.0
2019-08-14,17000,17950,16950,17600,83660,352000.0,20000000.0
2019-08-16,17350,17950,17200,17600,52597,352000.0,20000000.0
2019-08-19,18250,18250,17700,17850,33893,357000.0,20000000.0
2019-08-20,17850,18100,17650,17800,24554,356000.0,20000000.0
2019-08-21,17800,18100,17800,17900,25421,358000.0,20000000.0
2019-08-22,18150,18150,17500,17650,52607,353000.0,20000000.0
2019-08-23,17650,17650,17300,17300,56700,346000.0,20000000.0
2019-08-26,16800,17500,16500,17050,81540,341000.0,20000000.0
2019-08-27,17050,17300,16700,17100,25329,342000.0,20000000.0
2019-08-28,17250,17300,16850,17300,27961,346000.0,20000000.0
2019-08-29,17350,17600,17050,17400,23331,348000.0,20000000.0
2019-08-30,17300,17800,17250,17600,30930,352000.0,20000000.0
2019-09-02,17750,17850,17400,17600,14742,352000.0,20000000.0
2019-09-03,17600,17800,17350,17400,34645,348000.0,20000000.0
2019-09-04,17300,17600,17300,17500,16271,350000.0,20000000.0
2019-09-05,17450,17600,16950,17000,49678,340000.0,20000000.0
2019-09-06,17050,17150,16900,17000,39507,340000.0,20000000.0
2019-09-09,16950,17050,16550,16600,71748,332000.0,20000000.0
2019-09-10,16800,17800,16700,17550,116846,351000.0,20000000.0
2019-09-11,17500,17750,17100,17750,60859,355000.0,20000000.0
2019-09-16,17850,18000,17300,17600,53457,352000.0,20000000.0
2019-09-17,17750,17750,17150,17350,63227,347000.0,20000000.0
2019-09-18,17400,17550,17200,17300,32164,346000.0,20000000.0
2019-09-19,17450,17650,17300,17350,25304,347000.0,20000000.0
2019-09-20,17450,17650,17300,17450,28445,349000.0,20000000.0
2019-09-23,17300,17500,17100,17300,47041,346000.0,20000000.0
2019-09-24,17350,17400,17100,17200,41886,344000.0,20000000.0
2019-09-25,17200,17200,16650,16800,108543,336000.0,20000000.0
2019-09-26,16900,17350,16800,17000,73394,340000.0,20000000.0
2019-09-27,17000,17600,16800,16850,30671,337000.0,20000000.0
2019-09-30,16850,17150,16750,16900,46612,338000.0,20000000.0
2019-10-01,17100,17100,16700,16750,48218,335000.0,20000000.0
2019-10-02,16750,16850,16650,16700,27203,334000.0,20000000.0
2019-10-04,16850,16850,16100,16500,54898,330000.0,20000000.0
2019-10-07,16550,16650,16200,16550,30031,331000.0,20000000.0
