삼양사(145990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-09-23,79000,79200,76800,77400,11578,384580.0,4968728.0
2014-09-24,76100,78400,76000,77600,9522,385573.0,4968728.0
2014-09-25,77900,78300,76400,77600,7476,385573.0,4968728.0
2014-09-26,76100,77500,75500,76400,12101,379611.0,4968728.0
2014-09-29,76200,77300,73900,74400,12788,369673.0,4968728.0
2014-09-30,74400,76400,73200,76200,15180,378617.0,4968728.0
2014-10-01,76600,77500,74600,75400,7914,374642.0,4968728.0
2014-10-02,75100,77000,73300,76900,15556,382095.0,4968728.0
2014-10-06,76900,77200,74500,75500,7980,375139.0,4968728.0
2014-10-07,75500,75700,72300,73000,14023,362717.0,4968728.0
2014-10-08,73300,73800,72400,73200,4366,363711.0,4968728.0
2014-10-10,73300,73300,70200,71100,7007,353277.0,4968728.0
2014-10-13,70200,70700,67200,69900,18381,347314.0,4968728.0
2014-10-14,68100,70800,68100,70600,11300,350792.0,4968728.0
2014-10-15,70500,71700,70400,71400,3360,354767.0,4968728.0
2014-10-16,70400,71600,68500,71500,9123,355264.0,4968728.0
2014-10-17,71500,71500,68800,68800,8991,341848.0,4968728.0
2014-10-20,68800,71000,68800,69800,6353,346817.0,4968728.0
2014-10-21,70000,70000,65900,67000,17362,332905.0,4968728.0
2014-10-22,67300,71000,66600,70500,12425,350295.0,4968728.0
2014-10-23,70500,73400,70500,72500,11857,360233.0,4968728.0
2014-10-24,72600,73700,69500,70600,6434,350792.0,4968728.0
2014-10-27,70600,70600,68500,70400,6133,349798.0,4968728.0
2014-10-28,70400,70400,69300,69300,2274,344333.0,4968728.0
2014-10-29,69500,70600,69000,70100,4510,348308.0,4968728.0
2014-10-30,69900,70400,68700,68900,7401,342345.0,4968728.0
2014-10-31,69100,69600,68200,69400,5033,344830.0,4968728.0
2014-11-03,69700,71100,69500,70800,13049,351786.0,4968728.0
2014-11-04,72000,72200,69800,70500,11924,350295.0,4968728.0
2014-11-05,70300,70300,67300,68900,14804,342345.0,4968728.0
2014-11-06,70900,71000,67000,67700,8695,336383.0,4968728.0
2014-11-07,67700,68200,63400,64200,20346,318992.0,4968728.0
2014-11-10,64300,64900,60100,64000,26252,317999.0,4968728.0
2014-11-11,64000,68000,62200,67000,18692,332905.0,4968728.0
2014-11-12,68000,68000,65300,67500,17202,335389.0,4968728.0
2014-11-13,67600,72000,67500,71900,16833,357252.0,4968728.0
2014-11-14,71800,74400,69800,72200,16409,358742.0,4968728.0
2014-11-17,72200,73100,70100,72900,15910,362220.0,4968728.0
2014-11-18,71700,73000,71700,72300,6538,443678.0,6136619.0
2014-11-19,70800,71800,69800,71700,9168,439996.0,6136619.0
2014-11-20,71800,71800,67400,67400,10156,413608.0,6136619.0
2014-11-21,68000,68000,65400,66400,13443,407472.0,6136619.0
2014-11-24,66600,67300,64100,64400,11606,395198.0,6136619.0
2014-11-25,64500,65400,64300,65000,4492,398880.0,6136619.0
2014-11-26,65300,65300,64100,64500,3766,395812.0,6136619.0
2014-11-27,64600,64800,62700,63500,4125,389675.0,6136619.0
2014-11-28,64700,64700,62600,62800,4374,385380.0,6136619.0
2014-12-01,62000,62100,59200,61000,10136,374334.0,6136619.0
2014-12-02,59100,62300,59100,60000,17302,368197.0,6136619.0
2014-12-03,60000,63500,60000,63400,5934,389062.0,6136619.0
2014-12-04,63500,67900,62600,66400,14550,407472.0,6136619.0
2014-12-05,66500,67000,64700,66400,6812,407472.0,6136619.0
2014-12-08,67500,67500,65000,65100,2352,399494.0,6136619.0
2014-12-09,64700,65000,62800,64000,7897,392744.0,6136619.0
2014-12-10,64100,64400,61900,62300,6332,382311.0,6136619.0
2014-12-11,62000,62000,60400,61000,5545,374334.0,6136619.0
2014-12-12,60900,63100,60100,62500,4336,383539.0,6136619.0
2014-12-15,62500,63900,61300,62800,2554,385380.0,6136619.0
2014-12-16,61400,63700,61400,62800,2489,385380.0,6136619.0
2014-12-17,62500,63400,60800,60800,4919,373106.0,6136619.0
2014-12-18,60800,60900,59300,59600,4331,365742.0,6136619.0
2014-12-19,60100,62500,60000,62500,6085,383539.0,6136619.0
2014-12-22,62700,62800,60500,61500,6699,377402.0,6136619.0
2014-12-23,62000,63100,60800,62800,4307,385380.0,6136619.0
2014-12-24,62800,64600,62600,64300,5075,394585.0,6136619.0
2014-12-26,64300,65900,64300,64900,6041,398267.0,6136619.0
2014-12-29,64600,64600,61500,63500,5429,389675.0,6136619.0
2014-12-30,63500,63500,61000,61700,4661,378629.0,6136619.0
2015-01-02,61600,61600,60300,60400,4187,370652.0,6136619.0
2015-01-05,60300,63900,58500,63800,11435,391516.0,6136619.0
2015-01-06,63900,63900,61600,62100,4166,381084.0,6136619.0
2015-01-07,61900,63200,61100,61300,4278,376175.0,6136619.0
2015-01-08,61300,62300,60400,60800,2943,373106.0,6136619.0
2015-01-09,61000,61400,60000,60900,3857,373720.0,6136619.0
2015-01-12,62500,62700,61100,62400,5514,382925.0,6136619.0
2015-01-13,61700,62500,61500,62400,2809,382925.0,6136619.0
2015-01-14,62400,62700,61100,61100,4437,374947.0,6136619.0
2015-01-15,60200,61000,59600,60300,7803,370038.0,6136619.0
2015-01-16,59900,60300,58400,58600,7457,359606.0,6136619.0
2015-01-19,58500,59500,58000,58800,2955,360833.0,6136619.0
2015-01-20,58500,59900,58200,59600,5687,365742.0,6136619.0
2015-01-21,59700,60300,59100,59600,4825,365742.0,6136619.0
2015-01-22,60100,60100,58000,58200,8542,357151.0,6136619.0
2015-01-23,58700,59800,58400,58500,10850,358992.0,6136619.0
2015-01-26,58300,62800,58200,62000,25290,380470.0,6136619.0
2015-01-27,62400,71000,62100,70000,45086,429563.0,6136619.0
2015-01-28,70000,70500,68100,69200,18825,424654.0,6136619.0
2015-01-29,68600,69400,67900,69200,10156,424654.0,6136619.0
2015-01-30,69200,69900,67400,68000,10224,417290.0,6136619.0
2015-02-02,68500,69000,65900,66100,7052,405631.0,6136619.0
2015-02-03,66300,67500,65100,66500,5769,408085.0,6136619.0
2015-02-04,65600,67800,65600,66500,5812,408085.0,6136619.0
2015-02-05,66500,67100,64800,65600,7676,402562.0,6136619.0
2015-02-06,66300,67200,64500,64700,7457,397039.0,6136619.0
2015-02-09,64700,67600,64300,67400,7479,413608.0,6136619.0
2015-02-10,66500,66500,63600,63800,21160,391516.0,6136619.0
2015-02-11,63900,65900,63900,64500,8591,395812.0,6136619.0
2015-02-12,64600,65600,63800,65200,7687,400108.0,6136619.0
2015-02-13,65200,70500,65100,70000,20762,429563.0,6136619.0
2015-02-16,70100,71000,68800,69900,12543,428950.0,6136619.0
2015-02-17,69900,70400,69100,70100,7168,430177.0,6136619.0
2015-02-23,70100,70500,69100,69700,6117,427722.0,6136619.0
2015-02-24,69700,70600,68700,69800,10344,428336.0,6136619.0
2015-02-25,70100,73000,68800,68800,12986,422199.0,6136619.0
2015-02-26,69000,70000,67000,67100,9320,411767.0,6136619.0
2015-02-27,67100,67200,65500,66100,10829,405631.0,6136619.0
2015-03-02,66300,69600,65200,68800,9963,422199.0,6136619.0
2015-03-03,70000,70800,69500,70800,15997,434473.0,6136619.0
2015-03-04,71000,71700,70300,71500,12371,438768.0,6136619.0
2015-03-05,71500,71900,70800,71800,8314,440609.0,6136619.0
2015-03-06,71800,71800,70800,71600,5452,439382.0,6136619.0
2015-03-09,71900,71900,69300,69300,3475,425268.0,6136619.0
2015-03-10,69500,70000,67000,68200,5676,418517.0,6136619.0
2015-03-11,67700,68800,67200,68000,2073,417290.0,6136619.0
2015-03-12,66500,68000,66000,67000,7067,411153.0,6136619.0
2015-03-13,67700,69100,66500,67300,7849,412994.0,6136619.0
2015-03-16,67300,68300,66200,68300,4787,419131.0,6136619.0
2015-03-17,69000,69000,67300,68300,7689,419131.0,6136619.0
2015-03-18,68500,69000,66900,66900,5444,410540.0,6136619.0
2015-03-19,67000,68200,66600,66900,7213,410540.0,6136619.0
2015-03-20,67600,68500,67100,68200,6036,418517.0,6136619.0
2015-03-23,72400,78400,71900,78400,105312,481111.0,6136619.0
2015-03-24,79700,80400,74500,79600,101924,488475.0,6136619.0
2015-03-25,79200,82600,78000,80800,28154,495839.0,6136619.0
2015-03-26,79900,82500,79100,81300,15330,498907.0,6136619.0
2015-03-27,81300,86900,81200,83700,37137,513635.0,6136619.0
2015-03-30,84500,92000,84100,85100,42055,522226.0,6136619.0
2015-03-31,85400,88800,82900,86100,14718,528363.0,6136619.0
2015-04-01,86300,91100,84700,87900,28528,539409.0,6136619.0
2015-04-02,87900,90500,86500,88000,29877,540022.0,6136619.0
2015-04-03,87900,88500,86000,86500,20318,530818.0,6136619.0
2015-04-06,86600,87600,84200,84200,21405,516703.0,6136619.0
2015-04-07,85300,85300,82900,83500,16437,512408.0,6136619.0
2015-04-08,84600,89000,82500,87600,69636,537568.0,6136619.0
2015-04-09,88000,90600,83500,86000,56576,527749.0,6136619.0
2015-04-10,86100,96700,85100,90000,63047,552296.0,6136619.0
2015-04-13,91500,97400,90900,95300,41969,584820.0,6136619.0
2015-04-14,97500,109000,97500,103500,91784,635140.0,6136619.0
2015-04-15,105500,119000,100000,118000,115090,724121.0,6136619.0
2015-04-16,120500,123500,114000,118000,54436,724121.0,6136619.0
2015-04-17,118500,126500,113500,116500,58362,714916.0,6136619.0
2015-04-20,114500,120000,112000,114500,54146,702643.0,6136619.0
2015-04-21,115000,116000,108000,111500,46098,684233.0,6136619.0
2015-04-22,112000,116000,106000,113000,39844,693438.0,6136619.0
2015-04-23,113000,114000,104000,109500,57918,671960.0,6136619.0
2015-04-24,108500,109000,103500,107500,53447,659687.0,6136619.0
2015-04-27,107500,110000,105000,109000,16192,668891.0,6136619.0
2015-04-28,110000,115500,108500,115000,47836,705711.0,6136619.0
2015-04-29,115500,116000,109000,110000,27471,675028.0,6136619.0
2015-04-30,110000,114500,108000,113000,33217,693438.0,6136619.0
2015-05-04,114500,116500,111000,111000,20383,681165.0,6136619.0
2015-05-06,111000,116500,108500,112500,36278,690370.0,6136619.0
2015-05-07,112000,115000,110000,113000,20759,693438.0,6136619.0
2015-05-08,114000,129500,113000,129500,77442,794692.0,6136619.0
2015-05-11,133000,139500,127500,135000,46805,828444.0,6136619.0
2015-05-12,134500,136500,128500,136000,32651,834580.0,6136619.0
2015-05-13,136000,138000,131500,134000,17803,822307.0,6136619.0
2015-05-14,135000,137000,131000,134000,14787,822307.0,6136619.0
2015-05-15,135000,140000,127000,127500,46612,782419.0,6136619.0
2015-05-18,125000,125500,108500,109500,171470,671960.0,6136619.0
2015-05-19,108000,114000,105500,109000,82123,668891.0,6136619.0
2015-05-20,111500,118500,108500,118500,89799,727189.0,6136619.0
2015-05-21,118500,123000,116500,123000,48781,754804.0,6136619.0
2015-05-22,123000,129000,119500,124000,41307,760941.0,6136619.0
2015-05-26,124500,126500,117500,121500,42076,745599.0,6136619.0
2015-05-27,118500,125000,117500,123500,34008,757872.0,6136619.0
2015-05-28,126000,136500,125500,129000,60984,791624.0,6136619.0
2015-05-29,130500,132000,127000,132000,28355,810034.0,6136619.0
2015-06-01,133000,133000,125000,129500,25009,794692.0,6136619.0
2015-06-02,129500,129500,122000,124000,27033,760941.0,6136619.0
2015-06-03,124000,127500,121000,122000,17396,748668.0,6136619.0
2015-06-04,121500,124500,118500,118500,22592,727189.0,6136619.0
2015-06-05,119500,121500,115000,119500,14808,733326.0,6136619.0
2015-06-08,122500,122500,114000,117500,17161,721053.0,6136619.0
2015-06-09,118000,119000,114500,116500,15612,714916.0,6136619.0
2015-06-10,117500,117500,111500,112500,18421,690370.0,6136619.0
2015-06-11,113000,126000,112500,119000,63638,730258.0,6136619.0
2015-06-12,120000,121500,115000,117000,18829,717984.0,6136619.0
2015-06-15,121000,132500,117000,125000,66720,767077.0,6136619.0
2015-06-16,125500,129000,118500,123000,31056,754804.0,6136619.0
2015-06-17,124000,125000,118500,119000,22476,730258.0,6136619.0
2015-06-18,120000,126500,119000,121500,30392,745599.0,6136619.0
2015-06-19,122000,127000,122000,123500,21402,757872.0,6136619.0
2015-06-22,122500,123500,119500,120500,7731,739463.0,6136619.0
2015-06-23,123500,123500,117000,121500,14820,745599.0,6136619.0
2015-06-24,122500,138000,120500,130000,48529,797760.0,6136619.0
2015-06-25,131000,133000,124000,125000,23778,767077.0,6136619.0
2015-06-26,124000,125000,120500,122000,17255,748668.0,6136619.0
2015-06-29,117500,120000,114500,116500,22670,714916.0,6136619.0
2015-06-30,115000,118000,111000,113500,25243,696506.0,6136619.0
2015-07-01,116000,116000,105000,106000,65350,650482.0,6136619.0
2015-07-02,105500,108000,101000,101500,64393,622867.0,6136619.0
2015-07-03,102500,104500,98200,98400,53915,603843.0,6136619.0
2015-07-06,96100,99800,96000,96500,28154,592184.0,6136619.0
2015-07-07,99000,99000,92900,93800,28522,575615.0,6136619.0
2015-07-08,95600,96800,93200,95300,31708,584820.0,6136619.0
2015-07-09,94900,94900,90500,93700,28199,575001.0,6136619.0
2015-07-10,93800,98200,92000,96700,45924,593411.0,6136619.0
2015-07-13,96900,98500,93300,94100,29261,577456.0,6136619.0
2015-07-14,94400,97200,94200,95400,25532,585433.0,6136619.0
2015-07-15,96100,99600,96100,97700,27926,599548.0,6136619.0
2015-07-16,97500,99000,94300,94800,20569,581751.0,6136619.0
2015-07-17,94900,96200,92500,93500,22049,573774.0,6136619.0
2015-07-20,94000,95300,92800,94200,20642,578070.0,6136619.0
2015-07-21,94300,94800,90600,91500,23363,561501.0,6136619.0
2015-07-22,90600,92400,86300,87200,50976,535113.0,6136619.0
2015-07-23,86500,92800,86500,92400,25388,567024.0,6136619.0
2015-07-24,92300,92400,88100,88300,30109,541863.0,6136619.0
2015-07-27,88300,89000,84300,87200,23745,535113.0,6136619.0
2015-07-28,86600,86800,84200,84800,31968,520385.0,6136619.0
2015-07-29,84900,90000,82500,87900,25757,539409.0,6136619.0
2015-07-30,89400,89600,85500,86700,12875,532045.0,6136619.0
2015-07-31,85600,88400,82800,86000,33119,527749.0,6136619.0
2015-08-03,86300,90200,85900,85900,23276,527136.0,6136619.0
2015-08-04,88000,88300,85500,86300,11098,529590.0,6136619.0
2015-08-05,85800,91700,85800,91000,21836,558432.0,6136619.0
2015-08-06,91400,104000,91200,103500,90867,635140.0,6136619.0
2015-08-07,108000,116500,105000,116000,139083,711848.0,6136619.0
2015-08-10,116500,117000,108500,116000,77432,711848.0,6136619.0
2015-08-11,115500,122000,101500,102500,99030,629003.0,6136619.0
2015-08-12,101500,102500,92200,95700,69477,587274.0,6136619.0
2015-08-13,96300,100500,92800,99700,50043,611821.0,6136619.0
2015-08-17,95000,98200,95000,95000,19963,582979.0,6136619.0
2015-08-18,96000,99300,94800,97000,49888,595252.0,6136619.0
2015-08-19,98800,98800,90500,95000,26144,582979.0,6136619.0
2015-08-20,95000,99700,93800,97900,28092,600775.0,6136619.0
2015-08-21,93500,96400,91000,91000,35445,558432.0,6136619.0
2015-08-24,88700,93900,88700,91300,19601,560273.0,6136619.0
2015-08-25,91800,92800,88700,90100,29006,552909.0,6136619.0
2015-08-26,90200,96400,89900,92100,37516,565183.0,6136619.0
2015-08-27,92100,94400,90200,91000,36755,558432.0,6136619.0
2015-08-28,91800,94100,90800,91200,30404,559660.0,6136619.0
2015-08-31,90800,91800,89100,89500,17431,549227.0,6136619.0
2015-09-01,89500,91300,85600,86900,25151,533272.0,6136619.0
2015-09-02,85500,86800,84200,85000,23177,521613.0,6136619.0
2015-09-03,85600,87600,82700,83100,37551,509953.0,6136619.0
2015-09-04,83200,83900,74600,76100,69105,466997.0,6136619.0
2015-09-07,76000,76900,74700,74900,20631,459633.0,6136619.0
2015-09-08,74900,76300,72300,73800,26837,452882.0,6136619.0
2015-09-09,74600,77500,74400,77200,44464,473747.0,6136619.0
2015-09-10,76500,83300,76400,81900,36920,502589.0,6136619.0
2015-09-11,84800,91400,84800,86800,99489,532659.0,6136619.0
2015-09-14,93400,102500,93000,95500,188909,586047.0,6136619.0
2015-09-15,95500,95500,87900,89700,54475,550455.0,6136619.0
2015-09-16,89700,94800,88300,92500,32271,567637.0,6136619.0
2015-09-17,90100,93500,90100,91000,21934,558432.0,6136619.0
2015-09-18,91400,93100,90300,91100,24989,559046.0,6136619.0
2015-09-21,90500,91000,88700,89000,13287,546159.0,6136619.0
2015-09-22,90000,92700,88700,92300,23067,566410.0,6136619.0
2015-09-23,91400,91700,88800,90300,18065,554137.0,6136619.0
2015-09-24,91000,91200,88500,89800,8936,551068.0,6136619.0
2015-09-25,89800,90600,88400,88900,7232,545545.0,6136619.0
2015-09-30,88000,88900,87100,88800,9079,544932.0,6136619.0
2015-10-01,88400,90200,88400,88800,7186,544932.0,6136619.0
2015-10-02,89100,93600,88400,91200,16263,559660.0,6136619.0
2015-10-05,91700,92100,89000,89600,15462,549841.0,6136619.0
2015-10-06,89600,91100,89400,91000,12781,558432.0,6136619.0
2015-10-07,91200,99500,91100,98600,83484,605071.0,6136619.0
2015-10-08,99400,101000,96500,98800,52109,606298.0,6136619.0
2015-10-12,97900,102000,97900,100500,27413,616730.0,6136619.0
2015-10-13,102000,107000,101000,103000,46757,632072.0,6136619.0
2015-10-14,103000,108000,100500,104500,27053,641277.0,6136619.0
2015-10-15,104500,107000,101500,106500,27722,653550.0,6136619.0
2015-10-16,107000,112000,105000,108000,36951,662755.0,6136619.0
2015-10-19,110500,110500,103000,105500,17983,647413.0,6136619.0
2015-10-20,105500,109500,103500,109000,15982,668891.0,6136619.0
2015-10-21,108000,110000,105500,107500,15508,659687.0,6136619.0
2015-10-22,108500,108500,101000,104000,31612,638208.0,6136619.0
2015-10-23,105500,107000,102500,103500,18083,635140.0,6136619.0
2015-10-26,105000,109000,104000,107000,17040,656618.0,6136619.0
2015-10-27,108000,114000,107500,108000,21568,662755.0,6136619.0
2015-10-28,109000,110000,106000,106500,10444,653550.0,6136619.0
2015-10-29,109000,110000,104000,104500,18583,641277.0,6136619.0
2015-10-30,105000,105500,102500,103500,10480,635140.0,6136619.0
2015-11-02,101000,102000,96600,99400,30297,609980.0,6136619.0
2015-11-03,99300,104000,98300,103500,16502,635140.0,6136619.0
2015-11-04,103500,104500,99500,100500,12312,616730.0,6136619.0
2015-11-05,100500,102000,96900,101000,19617,619799.0,6136619.0
2015-11-06,101000,102000,98800,100000,8173,613662.0,6136619.0
2015-11-09,100000,100000,95000,95000,15909,582979.0,6136619.0
2015-11-10,95500,96700,90100,94300,12961,578683.0,6136619.0
2015-11-11,94300,98900,92800,97400,11380,597707.0,6136619.0
2015-11-12,98900,98900,95300,97600,4761,598934.0,6136619.0
2015-11-13,97700,97700,95100,97200,12419,596479.0,6136619.0
2015-11-16,97200,97200,94200,96000,4743,589115.0,6136619.0
2015-11-17,102500,112500,101000,107000,74919,656618.0,6136619.0
2015-11-18,106000,108000,104000,105000,14303,644345.0,6136619.0
2015-11-19,108000,108000,101500,104000,17431,638208.0,6136619.0
2015-11-20,103500,106500,102500,104000,14306,638208.0,6136619.0
2015-11-23,105500,108000,103000,104500,16750,641277.0,6136619.0
2015-11-24,105000,106000,101500,101500,15568,622867.0,6136619.0
2015-11-25,102500,103000,98600,100500,18705,616730.0,6136619.0
2015-11-26,101500,104000,99000,104000,13329,638208.0,6136619.0
2015-11-27,104500,105000,101500,102000,9673,625935.0,6136619.0
2015-11-30,102500,103000,98100,98900,10400,606912.0,6136619.0
2015-12-01,99000,101500,98900,99800,6574,612435.0,6136619.0
2015-12-02,101000,101000,97500,98000,8254,601389.0,6136619.0
2015-12-03,98100,98700,96600,97900,4304,600775.0,6136619.0
2015-12-04,97900,97900,93500,94300,15975,578683.0,6136619.0
2015-12-07,95100,96500,93500,95200,10349,584206.0,6136619.0
2015-12-08,96000,96000,92400,92900,8217,570092.0,6136619.0
2015-12-09,92900,95200,92100,92700,7037,568865.0,6136619.0
2015-12-10,92100,96500,92100,96400,9824,591570.0,6136619.0
2015-12-11,96400,97400,94700,95300,6411,584820.0,6136619.0
2015-12-14,92500,93400,90600,90600,11214,555978.0,6136619.0
2015-12-15,91500,97800,91500,95800,15638,587888.0,6136619.0
2015-12-16,95500,99500,93900,98100,8084,602002.0,6136619.0
2015-12-17,98300,104000,98300,101500,17107,622867.0,6136619.0
2015-12-18,101500,104000,100000,101000,15412,619799.0,6136619.0
2015-12-21,100000,106000,100000,104000,15118,638208.0,6136619.0
2015-12-22,104000,107500,102500,106500,14372,653550.0,6136619.0
2015-12-23,108000,108000,103000,103500,9977,635140.0,6136619.0
2015-12-24,103500,107000,103000,105500,13263,647413.0,6136619.0
2015-12-28,107000,108500,100000,102000,13866,625935.0,6136619.0
2015-12-29,100000,105000,99000,105000,9479,644345.0,6136619.0
2015-12-30,105000,105000,101000,103500,11676,635140.0,6136619.0
2016-01-04,101500,104500,100500,102000,9420,625935.0,6136619.0
2016-01-05,102000,103500,100500,101000,5943,619799.0,6136619.0
2016-01-06,101000,102000,97200,97500,31075,598320.0,6136619.0
2016-01-07,97600,104000,97600,103500,18154,635140.0,6136619.0
2016-01-08,103500,105000,101000,104500,13792,641277.0,6136619.0
2016-01-11,105000,109500,103500,105500,23800,647413.0,6136619.0
2016-01-12,107000,107000,103500,105000,7819,644345.0,6136619.0
2016-01-13,106000,115000,106000,115000,46014,705711.0,6136619.0
2016-01-14,112500,119000,112000,118000,26027,724121.0,6136619.0
2016-01-15,119500,124500,113500,117500,30844,721053.0,6136619.0
2016-01-18,116500,126500,115500,125000,44752,767077.0,6136619.0
2016-01-19,126000,127000,118500,121500,40357,745599.0,6136619.0
2016-01-20,122000,127500,112500,127500,55163,782419.0,6136619.0
2016-01-21,120000,123500,110500,110500,133718,1137023.0,10289803.0
2016-01-22,112500,115500,107000,113000,73501,1162748.0,10289803.0
2016-01-25,115500,116500,112000,115000,40509,1183327.0,10289803.0
2016-01-26,114000,115000,111000,114000,35018,1173038.0,10289803.0
2016-01-27,114500,115000,111000,114500,40645,1178182.0,10289803.0
2016-01-28,113000,115000,110000,113000,34949,1162748.0,10289803.0
2016-01-29,112000,115000,111000,113500,48367,1167893.0,10289803.0
2016-02-01,114500,114500,105500,106000,91937,1090719.0,10289803.0
2016-02-02,105000,107500,102500,104500,65436,1075284.0,10289803.0
2016-02-03,104000,109000,103500,108500,60331,1116444.0,10289803.0
2016-02-04,109000,110500,106000,109000,37063,1121589.0,10289803.0
2016-02-05,108000,112500,107500,111000,43524,1142168.0,10289803.0
2016-02-11,108000,109500,104000,105000,41695,1080429.0,10289803.0
2016-02-12,102500,105000,98800,98800,74878,1016633.0,10289803.0
2016-02-15,102000,104500,99800,101500,40838,1044415.0,10289803.0
2016-02-16,103000,109500,103000,108500,46266,1116444.0,10289803.0
2016-02-17,107000,108500,102000,103500,59762,1064995.0,10289803.0
2016-02-18,105500,105500,103000,104000,34960,1070140.0,10289803.0
2016-02-19,106000,106000,103500,104500,30814,1075284.0,10289803.0
2016-02-22,104000,108000,103500,106000,18956,1090719.0,10289803.0
2016-02-23,108000,108000,103000,104000,30503,1070140.0,10289803.0
2016-02-24,103500,106000,103500,104000,18395,1070140.0,10289803.0
2016-02-25,104000,105500,101500,102500,27609,1054705.0,10289803.0
2016-02-26,103000,103500,100000,100500,52208,1034125.0,10289803.0
2016-02-29,101000,102000,98400,100000,45047,1028980.0,10289803.0
2016-03-02,102000,102000,99800,101000,52192,1039270.0,10289803.0
2016-03-03,101000,103500,100000,102500,22466,1054705.0,10289803.0
2016-03-04,102500,102500,99500,100000,38729,1028980.0,10289803.0
2016-03-07,99400,100500,98600,99200,27510,1020748.0,10289803.0
2016-03-08,99600,100500,99200,99700,14109,1025893.0,10289803.0
2016-03-09,99900,102000,99200,101000,21464,1039270.0,10289803.0
2016-03-10,102000,102000,99400,99800,31283,1026922.0,10289803.0
2016-03-11,99800,99800,98600,98900,23009,1017662.0,10289803.0
2016-03-14,99300,99500,98500,98600,15790,1014575.0,10289803.0
2016-03-15,98400,99100,96900,97000,26028,998111.0,10289803.0
2016-03-16,96500,100500,96500,98300,29819,1011488.0,10289803.0
2016-03-17,98700,100000,97400,98200,14913,1010459.0,10289803.0
2016-03-18,98300,99200,97500,98200,21642,1010459.0,10289803.0
2016-03-21,98200,99500,97900,98400,15498,1012517.0,10289803.0
2016-03-22,98300,98900,97300,97300,15178,1001198.0,10289803.0
2016-03-23,97300,97500,95000,96000,29303,987821.0,10289803.0
2016-03-24,96200,96600,95000,95000,18781,977531.0,10289803.0
2016-03-25,95500,96900,95400,95500,11877,982676.0,10289803.0
2016-03-28,95600,96400,91900,92500,30305,951807.0,10289803.0
2016-03-29,92700,94000,91400,92900,25430,955923.0,10289803.0
2016-03-30,92000,95400,92000,94900,14660,976502.0,10289803.0
2016-03-31,95000,96200,94600,94700,13991,974444.0,10289803.0
2016-04-01,95500,95500,93400,94500,21017,972386.0,10289803.0
2016-04-04,96800,100000,96800,99700,52159,1025893.0,10289803.0
2016-04-05,101000,108500,100000,108000,106228,1111299.0,10289803.0
2016-04-06,108500,111000,106500,109500,73105,1126733.0,10289803.0
2016-04-07,110000,110500,107000,109000,34365,1121589.0,10289803.0
2016-04-08,108000,108500,103000,104500,59171,1075284.0,10289803.0
2016-04-11,104500,106500,103000,104500,30113,1075284.0,10289803.0
2016-04-12,104500,105000,98500,99800,40151,1026922.0,10289803.0
2016-04-14,100000,101500,98800,99500,25549,1023835.0,10289803.0
2016-04-15,100500,103500,99800,101500,24085,1044415.0,10289803.0
2016-04-18,101000,103000,100500,101500,16471,1044415.0,10289803.0
2016-04-19,102000,105000,101500,103500,25246,1064995.0,10289803.0
2016-04-20,105000,106500,102000,102500,26157,1054705.0,10289803.0
2016-04-21,103000,103500,99600,100500,36459,1034125.0,10289803.0
2016-04-22,100000,102000,99700,101500,14097,1044415.0,10289803.0
2016-04-25,101000,101500,98700,98900,28461,1017662.0,10289803.0
2016-04-26,99200,102000,99200,100000,25913,1028980.0,10289803.0
2016-04-27,100000,101500,99400,99900,17701,1027951.0,10289803.0
2016-04-28,100000,102000,98600,99000,27651,1018690.0,10289803.0
2016-04-29,99800,99800,96900,97200,28699,1000169.0,10289803.0
2016-05-02,97500,98800,95000,95700,25339,984734.0,10289803.0
2016-05-03,96000,98600,96000,97300,21771,1001198.0,10289803.0
2016-05-04,96600,98300,95300,95900,20579,986792.0,10289803.0
2016-05-09,95600,96400,95100,95800,9519,985763.0,10289803.0
2016-05-10,96300,98500,96300,98000,14450,1008401.0,10289803.0
2016-05-11,98200,98500,96500,96600,17693,993995.0,10289803.0
2016-05-12,96700,96800,95400,96200,10665,989879.0,10289803.0
2016-05-13,96200,97400,95700,95800,16293,985763.0,10289803.0
2016-05-16,96000,100500,95900,99300,31665,1021777.0,10289803.0
2016-05-17,103500,106000,101000,105500,101420,1085574.0,10289803.0
2016-05-18,105500,108000,104500,106000,73573,1090719.0,10289803.0
2016-05-19,106500,107000,102000,104000,43865,1070140.0,10289803.0
2016-05-20,102500,106000,100500,103500,38181,1064995.0,10289803.0
2016-05-23,103500,105000,102500,103500,18027,1064995.0,10289803.0
2016-05-24,103500,105500,102000,103500,14460,1064995.0,10289803.0
2016-05-25,104500,105000,103500,103500,13532,1064995.0,10289803.0
2016-05-26,104000,105500,100000,101500,28420,1044415.0,10289803.0
2016-05-27,102000,102500,99900,102500,27750,1054705.0,10289803.0
2016-05-30,102500,104000,100500,102500,13823,1054705.0,10289803.0
2016-05-31,102500,105500,101500,105500,19765,1085574.0,10289803.0
2016-06-01,105500,106000,101000,102500,39353,1054705.0,10289803.0
2016-06-02,101500,103000,101000,102500,22398,1054705.0,10289803.0
2016-06-03,103000,103000,100000,101000,35830,1039270.0,10289803.0
2016-06-07,101000,103000,99900,102500,26116,1054705.0,10289803.0
